武器,聖遺物セット,聖遺物メイン,バフキャラ,通常期待値,スキル期待値,攻撃力,防御力,バフ,会心ダメ期待値,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
霧切(完凸),華館+残響,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),227145,29138,1686.86,2470.749,1.906,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),227132,26560,1507.4,1508.599,2.656,3.1835,1.00:2.18,2.18,,0.49:0.62,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),227132,26560,1507.4,1508.599,2.656,3.1835,1.00:2.18,2.18,,0.18:1.24,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+会心ダメージ,フリーナ(フル)+雲菫+鍾離,227004,24109,1331.7,2254.798,1.87,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+会心率,フリーナ(フル)+雲菫+鍾離,227004,24109,1331.7,2254.798,1.87,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+会心ダメージ,フリーナ(フル)+雲菫+鍾離,227004,29175,1331.7,2254.798,1.87,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+会心率,フリーナ(フル)+雲菫+鍾離,227004,29175,1331.7,2254.798,1.87,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
霧切(完凸),しめ縄+剣闘士,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226954,30628,2131.522,1629.25,2.466,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄+剣闘士,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226954,30628,2131.522,1629.25,2.466,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),しめ縄+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226954,30628,2131.522,1629.25,2.466,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄+残響,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226954,30628,2131.522,1629.25,2.466,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),剣闘士+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226954,30628,2131.522,1629.25,2.466,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士+残響,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226954,30628,2131.522,1629.25,2.466,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,226854,26319,1308,2661.349,1.866,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,防御%+岩バフ+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,226854,26319,1308,2661.349,1.866,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),ファントム+華館,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226814,37689,1176,3963.147,1.92,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+防御%,カチーナ(灰燼以外、敵の数4以上)+フリーナ(フル)+雲菫,226752,27272,1176,2445.398,1.986,3.093,1.00:2.09,2.09,,0.44:0.71,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+防御%+防御%,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,226684,30768,2194,2810.397,1.52,3.093,1.00:2.09,2.09,,0.44:0.71,0,0,1.6
有楽御簾切(効果二倍),しめ縄+華館,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226645,41430,1331.7,2851.949,2.236,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+剣闘士,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226645,41430,1331.7,2851.949,2.236,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+残響,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226645,41430,1331.7,2851.949,2.236,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),剣闘士4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+雲菫+鍾離,226620,25797,1331.7,2931.048,1.586,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),しめ縄+剣闘士,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226594,31124,1890.49,1819.85,1.986,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),しめ縄+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226594,31124,1890.49,1819.85,1.986,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),剣闘士+残響,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226594,31124,1890.49,1819.85,1.986,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226561,40520,1176,3080.669,2.076,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),ファントム4,攻撃%+岩バフ+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,226546,28030,1772.602,1699.199,2.866,2.753128,0.94:1.87,2.00,,0.33:0.93,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+防御%,ゴロー(6凸、岩3)+雲菫+鍾離,226540,23280,1487.46,3296.047,1.75,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),残響4,防御%+防御%+防御%,ゴロー(6凸、岩3)+雲菫+鍾離,226540,28824,1487.46,3296.047,1.75,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,226538,26345,1308,1985.099,2.866,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),ファントム+華館,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,226538,26345,1308,1985.099,2.866,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+岩バフ+防御%,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,226531,29848,1176,3636.268,1.476,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
霧切(完凸),華館4,防御%+防御%+防御%,カチーナ(灰燼4、敵の数4以上)+フリーナ(フル)+雲菫,226504,28631,1308,3325.017,2.49,2.143828,0.76:1.51,2.00,,0.51:0.57,0,0,1.6
霧切(完凸),華館4,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,226382,29203,1772.602,2699.469,1.49,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,攻撃%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,226382,29203,1772.602,2699.469,1.49,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),しめ縄4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,226360,24837,1952.062,1629.25,2.216,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,226360,24837,1952.062,1629.25,2.216,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,226360,29677,1952.062,1629.25,2.216,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),残響4,攻撃%+岩バフ+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,226360,29677,1952.062,1629.25,2.216,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),しめ縄+華館,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226324,40808,1331.7,3407.548,1.77,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+剣闘士,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226324,40808,1331.7,3407.548,1.77,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),華館+残響,防御%+防御%+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226324,40808,1331.7,3407.548,1.77,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),226306,28303,1507.4,2023.219,2.746,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+夜蘭(終焉、9秒平均),226306,28303,1507.4,2023.219,2.746,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
狼牙(完凸),しめ縄4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226239,27069,1293.94,2184.849,2.166,3.079,1.00:2.08,2.08,,0.52:0.56,0,0,1.6
狼牙(完凸),しめ縄4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226239,27069,1293.94,2184.849,2.166,3.079,1.00:2.08,2.08,,0.21:1.18,0,0,1.6
狼牙(完凸),残響4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226239,31841,1293.94,2184.849,2.166,3.079,1.00:2.08,2.08,,0.52:0.56,0,0,1.6
狼牙(完凸),残響4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226239,31841,1293.94,2184.849,2.166,3.079,1.00:2.08,2.08,,0.21:1.18,0,0,1.6
有楽御簾切(効果二倍),華館4,攻撃%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226152,42914,1579.09,2525.07,2.476,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
霧切(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226140,38115,1308,2661.349,2.866,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),226140,38115,1308,2661.349,2.866,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),226137,26812,1507.4,3026.348,1.59,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),226137,26812,1507.4,3026.348,1.59,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),華館4,防御%+岩バフ+防御%,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,226133,28436,1308,3445.668,1.956,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),華館4,攻撃%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),226086,29950,1972.002,2699.469,1.68,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,攻撃%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),226086,29950,1972.002,2699.469,1.68,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+フリーナ(フル)+雲菫,226075,25967,1308,2254.798,2,3.1835,1.00:2.18,2.18,,0.49:0.62,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+会心率,カチーナ(灰燼以外、敵の数4以上)+フリーナ(フル)+雲菫,226075,25967,1308,2254.798,2,3.1835,1.00:2.18,2.18,,0.18:1.24,0,0,1.6
霧切(完凸),しめ縄+華館,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226069,30192,1952.062,2470.749,2.466,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),華館+剣闘士,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226069,30192,1952.062,2470.749,2.466,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),華館+残響,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,226069,30192,1952.062,2470.749,2.466,2.466328,0.86:1.71,2.00,,0.61:0.37,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫+鍾離,225955,25909,1308,3026.348,1.4,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+鍾離,225955,25909,1308,3026.348,1.4,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),225949,38387,1308,3445.668,2.09,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,防御%+防御%+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),225949,38387,1308,3445.668,2.09,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,225938,30659,2194,1699.199,1.986,3.404,1.00:2.40,2.40,,0.60:0.40,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,225938,30659,2194,1699.199,1.986,3.404,1.00:2.40,2.40,,0.29:1.02,0,0,1.6
霧切(完凸),ファントム4,防御%+岩バフ+防御%,カチーナ(灰燼以外、敵の数4以上)+フリーナ(フル)+雲菫,225881,26332,1308,2254.798,2.466,2.753128,0.94:1.87,2.00,,0.33:0.93,0,0,1.6
霧切(完凸),剣闘士4,攻撃%+攻撃%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225827,28129,2416.664,1629.25,2.35,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),剣闘士4,攻撃%+攻撃%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225827,28129,2416.664,1629.25,2.35,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),華館4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225801,32731,2194,3445.668,1.01,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+鍾離,225744,24014,1331.7,1699.199,2.336,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+鍾離,225744,24014,1331.7,1699.199,2.336,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+鍾離,225744,28233,1331.7,1699.199,2.336,3.044,1.00:2.04,2.04,,0.78:0.04,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+鍾離,225744,28233,1331.7,1699.199,2.336,3.044,1.00:2.04,2.04,,0.47:0.66,0,0,1.6
有楽御簾切(効果二倍),剣闘士4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,225743,25404,1331.7,2566.049,1.586,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
静水流転の輝き,ファントム+華館,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225710,27905,1176,2470.749,1.816,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),225710,24178,1504.7,2931.048,1.46,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),225710,30315,1504.7,2931.048,1.46,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225608,28177,2752.79,1819.85,1.736,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),残響4,攻撃%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225608,34451,2752.79,1819.85,1.736,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
シナバースピンドル(完凸),しめ縄4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225397,38884,1227.86,2842.419,2.166,2.625404,0.90:1.80,2.00,,0.66:0.28,0,0,1.6
シナバースピンドル(完凸),しめ縄4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225397,38884,1227.86,2842.419,2.166,2.625404,0.90:1.80,2.00,,0.35:0.90,0,0,1.6
シナバースピンドル(完凸),残響4,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225397,46610,1227.86,2842.419,2.166,2.625404,0.90:1.80,2.00,,0.66:0.28,0,0,1.6
シナバースピンドル(完凸),残響4,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225397,46610,1227.86,2842.419,2.166,2.625404,0.90:1.80,2.00,,0.35:0.90,0,0,1.6
有楽御簾切(効果二倍),しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,225375,34487,1331.7,2931.048,1.87,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
有楽御簾切(効果二倍),残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+鍾離,225375,41302,1331.7,2931.048,1.87,3.404,1.00:2.40,2.40,,0.80:0.00,0,0,1.6
黎明の神剣,しめ縄4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225363,23451,1502.704,2184.849,2.166,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
黎明の神剣,残響4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225363,28112,1502.704,2184.849,2.166,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
黎明の神剣,しめ縄+華館,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225323,27390,1165.32,3026.348,1.666,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
黎明の神剣,華館+剣闘士,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225323,27390,1165.32,3026.348,1.666,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
黎明の神剣,華館+残響,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225323,27390,1165.32,3026.348,1.666,3.0065,1.00:2.01,2.01,,0.48:0.64,0,0,1.6
霧切(完凸),ファントム+華館,攻撃%+攻撃%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225313,29244,2237.204,1915.15,2.15,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+華館,攻撃%+攻撃%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225313,29244,2237.204,1915.15,2.15,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+会心ダメージ,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),225307,39268,1176,2566.049,2.386,3.604,1.00:2.60,2.60,,0.70:0.20,0,0,1.6
有楽御簾切(効果二倍),ファントム4,防御%+岩バフ+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),225307,39268,1176,2566.049,2.386,3.604,1.00:2.60,2.60,,0.39:0.82,0,0,1.6
霧切(完凸),華館4,攻撃%+岩バフ+会心ダメージ,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,225256,29145,1772.602,2334.47,1.956,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),華館4,攻撃%+岩バフ+会心率,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+雲菫,225256,29145,1772.602,2334.47,1.956,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム4,防御%+防御%+防御%,カチーナ(灰燼以外、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),225254,36308,1308,3486.647,2,3.0725,1.00:2.07,2.07,,0.43:0.73,0,0,1.6
静水流転の輝き,華館4,攻撃%+岩バフ+防御%,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225229,31163,1579.09,2699.469,1.906,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
有楽御簾切(効果二倍),剣闘士4,防御%+岩バフ+防御%,ゴロー(6凸、岩3)+雲菫+夜蘭(終焉、9秒平均),225202,26434,1504.7,2931.048,1.776,2.868245,0.97:1.93,2.00,,0.72:0.15,0,0,1.6
黎明の神剣,ファントム4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225179,24607,1035,2740.448,1.35,3.6775,1.00:2.68,2.68,,0.46:0.69,0,0,1.6
黎明の神剣,ファントム4,防御%+防御%+会心率,ゴロー(6凸、岩3)+フリーナ(フル)+雲菫,225179,24607,1035,2740.448,1.35,3.6775,1.00:2.68,2.68,,0.15:1.31,0,0,1.6
霧切(完凸),しめ縄+ファントム,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225135,29921,2531.86,2184.849,1.866,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄+ファントム,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225135,29921,2531.86,2184.849,1.866,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム+剣闘士,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225135,29921,2531.86,2184.849,1.866,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+剣闘士,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225135,29921,2531.86,2184.849,1.866,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),ファントム+残響,防御%+岩バフ+会心ダメージ,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225135,29921,2531.86,2184.849,1.866,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),ファントム+残響,防御%+岩バフ+会心率,ゴロー(6凸、岩3)+ベネット(西風、旧貴族)+雲菫,225135,29921,2531.86,2184.849,1.866,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,225102,26933,2531.86,2064.198,2.35,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,225102,26933,2531.86,2064.198,2.35,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,225102,31921,2531.86,2064.198,2.35,2.662576,0.91:1.82,2.00,,0.67:0.26,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+雲菫,225102,31921,2531.86,2064.198,2.35,2.662576,0.91:1.82,2.00,,0.36:0.88,0,0,1.6
有楽御簾切(効果二倍),剣闘士4,防御%+防御%+会心率,カチーナ(灰燼4、敵の数4以上)+ゴロー(6凸、岩3)+フリーナ(フル),225089,36407,1331.7,3121.648,2.12,3.244,1.00:2.24,2.24,,0.57:0.46,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫,225071,22835,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
霧切(完凸),しめ縄4,防御%+防御%+会心率,ゴロー(6凸、岩3)+雲菫,225071,22835,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.46:0.68,0,0,1.6
霧切(完凸),残響4,防御%+防御%+会心ダメージ,ゴロー(6凸、岩3)+雲菫,225071,28273,1487.46,2740.448,1.75,3.0235,1.00:2.02,2.02,,0.77:0.06,0,0,1.6
