武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,防御力,バフ合計,バフ共通,雷バフ,バフ落下,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
裁断,ファントム+華館,防御%+岩バフ+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83532,4159.721,2381.967,1.33,1.05,0,0.28,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83489,3714.053,1935.977,1.18,0.9,0,0.28,0.90:1.80,2.00,,0.15:1.30,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83489,3714.053,1935.977,1.18,0.9,0,0.28,0.90:1.80,2.00,,0.46:0.68,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83480,4312.654,2573.727,0.9,0.3,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83478,4312.654,2573.727,0.9,0.3,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83442,3477.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83442,3477.33,1504.517,1.93,0.65,0,1.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83435,4624.583,2194.054,2.03,0.75,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83430,4598.662,3039.544,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83430,4598.662,3039.544,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),83406,4463.854,2573.727,1.09,0.49,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),83404,4463.854,2573.727,1.09,0.49,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83396,4765.383,3073.901,2.08,1.55,0,0.53,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83396,4765.383,3073.901,2.08,1.55,0,0.53,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83378,4827.465,2365.987,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,ファントム+剣闘士,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83358,4517.469,2831.804,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,ファントム+残響,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83358,4517.469,2831.804,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,剣闘士4,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83358,4517.469,2831.804,1.33,1.05,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83341,4118.71,2605.687,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83330,5156.598,2573.727,0.58,0.3,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83330,5156.598,2573.727,0.58,0.3,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,83255,4426.539,2608.084,1.58,0.3,0,1.28,0.79:1.58,2.00,,0.46:0.68,0,0,1.6
葦海の標(2),剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83194,5106.095,2142.267,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83194,5106.095,2142.267,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83194,5106.095,2142.267,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83194,5106.095,2142.267,0.83,0.3,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83186,4808.71,2605.687,0.83,0.3,0,0.53,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83183,3215.26,1728.237,1.18,0.9,0,0.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),83164,4355.919,2608.084,1.27,0.99,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),ファントム+剣闘士,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83151,4215.719,2608.084,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),ファントム+残響,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83151,4215.719,2608.084,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
螭龍の剣(完凸),剣闘士4,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83151,4215.719,2608.084,1.83,1.55,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83147,3773.32,1728.237,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83143,5002.654,2573.727,0.9,0.3,0,0.6,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),華館4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83142,5002.654,2573.727,0.9,0.3,0,0.6,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
螭龍の剣(完凸),華館4,防御%+岩バフ+防御%,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83106,5583.862,3039.544,1.08,0.8,0,0.28,0.82:1.64,2.00,,0.43:0.74,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心ダメージ,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83058,3215.26,1728.237,1.18,0.9,0,0.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),83023,3773.32,1728.237,1.43,0.15,0,1.28,0.91:2.00,2.20,,0.80:0.00,0,0,1.6
葦海の標(2),ファントム+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82954,4507.139,2608.084,1.58,1.05,0,0.53,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82954,4507.139,2608.084,1.58,0.3,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82954,4507.139,2608.084,1.58,0.3,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
赤角石塵滅砕,ファントム+華館,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82954,4668.375,3071.504,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82945,3740.986,1504.517,1.75,0.15,0,1.6,0.82:1.63,2.00,,0.39:0.81,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82945,3740.986,1504.517,1.75,0.15,0,1.6,0.82:1.63,2.00,,0.71:0.19,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心率,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82865,3846.117,2401.794,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心ダメージ,フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82865,3846.117,2401.794,1.68,1.4,0,0.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82843,5288.662,3039.544,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館4,防御%+防御%+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82843,5288.662,3039.544,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,ファントム+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82840,3982.465,2365.987,1.02,0.49,0,0.53,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+防御%,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82817,5116.539,2608.084,1.58,0.3,0,1.28,0.79:1.58,2.00,,0.46:0.68,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心率,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82790,3898.71,1504.517,0.9299999,0.65,0,0.28,0.87:1.75,2.00,,0.18:1.25,0,0,1.6
螭龍の剣(完凸),残響4,防御%+岩バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82790,3898.71,1504.517,0.9299999,0.65,0,0.28,0.87:1.75,2.00,,0.49:0.63,0,0,1.6
実りの鈎鉈(5),剣闘士+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82789,4935.811,2142.267,1.15,0.3,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),残響+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82789,4935.811,2142.267,1.15,0.3,0,0.85,0.92:1.83,2.00,,0.49:0.61,0,0,1.6
実りの鈎鉈(5),剣闘士+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82787,4935.811,2142.267,1.15,0.3,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
実りの鈎鉈(5),残響+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82787,4935.811,2142.267,1.15,0.3,0,0.85,0.91:1.84,2.02,,0.80:0.00,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+岩バフ+防御%,フリーナ(フル)+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82779,3632.984,2194.054,2.18,0.9,0,1.28,0.80:1.60,2.00,,0.69:0.22,0,0,1.6
裁断,華館+長き夜の誓い,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82770,4709.385,2847.784,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.30:0.99,0,0,1.6
裁断,華館+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82770,4709.385,2847.784,1.58,1.05,0,0.53,0.95:1.89,2.00,,0.62:0.37,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82768,3822.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82768,3822.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82768,3822.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82768,3822.721,2381.967,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
赤角石塵滅砕,剣闘士+残響,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82756,4649.409,2831.804,1.33,1.05,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響4,防御%+防御%+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82737,4664.069,2831.804,0.77,0.49,0,0.28,0.91:2.40,2.64,,0.80:0.00,0,0,1.6
赤角石塵滅砕,華館+長き夜の誓い,防御%+防御%+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82734,5218.039,3537.321,1.58,1.05,0,0.53,0.90:1.80,2.00,,0.79:0.02,0,0,1.6
葦海の標(2),華館+剣闘士,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82692,4933.805,2847.784,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+剣闘士,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82692,4933.805,2847.784,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
葦海の標(2),華館+残響,防御%+防御%+会心率,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82692,4933.805,2847.784,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+残響,防御%+防御%+会心ダメージ,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82692,4933.805,2847.784,1.33,1.05,0,0.28,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82685,4512.721,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82685,4512.721,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),長き夜の誓い4,防御%+岩バフ+防御%,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82663,4322.194,1970.334,1.93,0.65,0,1.28,0.72:1.44,2.00,,0.33:0.94,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,ゴロー+雲菫+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82659,3967.805,2365.987,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
赤角石塵滅砕,残響4,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82659,3967.805,2365.987,0.58,0.3,0,0.28,1.00:2.11,2.11,,0.64:0.33,0,0,1.6
実りの鈎鉈(5),華館+長き夜の誓い,防御%+岩バフ+防御%,ゴロー+フリーナ(フル)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82656,4636.041,2847.784,1.9,1.05,0,0.85,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82590,3962.921,2381.967,1.27,0.99,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82590,3962.921,2381.967,1.27,0.99,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82568,4599.539,2608.084,1.77,0.49,0,1.28,0.79:1.58,2.00,,0.46:0.68,0,0,1.6
実りの鈎鉈(5),長き夜の誓い4,防御%+防御%+防御%,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82568,5899.059,3073.901,1.9,0.3,0,1.6,0.76:1.52,2.00,,0.65:0.30,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82546,3822.721,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),ファントム+華館,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82546,3822.721,2381.967,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心率,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82499,4400.121,2381.967,1.02,0.49,0,0.53,1.00:2.00,2.00,,0.25:1.10,0,0,1.6
葦海の標(2),華館+長き夜の誓い,防御%+岩バフ+会心ダメージ,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+夜蘭(終焉、9秒平均),82499,4400.121,2381.967,1.02,0.49,0,0.53,1.00:2.00,2.00,,0.56:0.48,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心率,閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離+夜蘭(終焉、9秒平均),82460,3779.584,2194.054,1.62,0.34,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心率,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82393,4142.33,1504.517,1.43,0.15,0,1.28,0.85:1.69,2.00,,0.20:1.19,0,0,1.6
裁断,長き夜の誓い4,防御%+岩バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82393,4142.33,1504.517,1.43,0.15,0,1.28,0.85:1.69,2.00,,0.52:0.57,0,0,1.6
葦海の標(2),長き夜の誓い4,防御%+防御%+防御%,ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82383,5056.803,3073.901,1.58,0.3,0,1.28,0.85:1.69,2.00,,0.40:0.79,0,0,1.6
赤角石塵滅砕,長き夜の誓い4,防御%+防御%+会心率,イアンサ(灰燼以外、爆発lv10)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り)+鍾離,82363,4322.984,2194.054,1.43,0.15,0,1.28,0.96:1.91,2.00,,0.54:0.53,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82361,4482.235,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),剣闘士+残響,防御%+岩バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+ゴロー+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82361,4482.235,2142.267,1.08,0.8,0,0.28,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+防御%+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82348,5200.919,2608.084,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),剣闘士+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82348,5200.919,2608.084,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+防御%+会心率,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82348,5200.919,2608.084,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.28:1.05,0,0,1.6
螭龍の剣(完凸),残響+長き夜の誓い,防御%+防御%+会心ダメージ,ゴロー+ベネット(西風、旧貴族)+閑雲(鶴鳴の余韻、しめ縄+剣闘士、攻撃全振り),82348,5200.919,2608.084,1.33,0.8,0,0.53,0.97:1.95,2.00,,0.59:0.43,0,0,1.6
