武器,聖遺物セット,聖遺物メイン,バフキャラ,スキル期待値,攻撃力,HP,バフ,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
サーンドルの渡し守(R5),華館4,防御%+元素熟知+会心ダメージ,,6484,1072,18006,0.288,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+会心率,,6484,1072,18006,0.288,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+会心ダメージ,,6449,1072,18006,0.288,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+会心率,,6449,1072,18006,0.288,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
エスピツァルの笛(R5、スキル発動時),華館+劇団,防御%+元素熟知+元素熟知,,6390,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+岩バフ+元素熟知,,6362,1072,18006,0.288,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+元素熟知,鍾離,6356,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館4,防御%+元素熟知+元素熟知,,6349,1104,20651.2,0.288,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+防御%,,6339,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,劇団4(控え),防御%+元素熟知+元素熟知,,6314,1104,20651.2,0.288,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館4,防御%+元素熟知+元素熟知,,6123,1072,18006,0.288,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+防御%,,6087,1072,18006,0.288,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館4,防御%+岩バフ+元素熟知,,6079,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+岩バフ+元素熟知,,6057,1072,18006,0.288,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
黎明の神剣(R5),華館+劇団,防御%+元素熟知+元素熟知,,5968,963,18006,0.288,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,華館4,防御%+元素熟知+防御%,,5938,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+元素熟知,鍾離,5833,1016,18006,0.438,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),防御%+元素熟知+元素熟知,,5825,1072,18006,0.288,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館4,防御%+元素熟知+会心ダメージ,,5792,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,防御%+元素熟知+会心率,,5792,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+会心ダメージ,,5789,1072,18006,0.288,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+会心率,,5789,1072,18006,0.288,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+会心ダメージ,,5760,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+会心率,,5760,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,劇団4(控え),防御%+岩バフ+元素熟知,,5692,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,防御%+元素熟知+元素熟知,,5668,1104,20651.2,0.288,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),華館+劇団,防御%+元素熟知+元素熟知,,5460,1072,18006,0.288,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+防御%,,5447,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,防御%+岩バフ+元素熟知,,5419,1016,18006,0.288,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館4,防御%+元素熟知+元素熟知,,5207,1072,18006,0.288,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),防御%+元素熟知+元素熟知,,5178,1072,18006,0.288,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+会心ダメージ,,5171,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+会心率,,5171,1016,18006,0.288,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,華館4,防御%+元素熟知+元素熟知,,4658,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,防御%+元素熟知+元素熟知,,4648,1072,18006,0.288,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),防御%+元素熟知+元素熟知,,4633,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,防御%+元素熟知+元素熟知,,4159,1016,18006,0.288,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
