武器,聖遺物セット,聖遺物メイン,バフキャラ,スキル期待値,防御力,HP,バフ,加算,会心ダメ期待値,熟知,率ダメ,会心ダメ比率,聖遺物組み合わせ,サブステ,サブHP%,サブHP,スコア
西風剣,華館+劇団,元チャ+元素熟知+会心率,鍾離,5006,1138.8,18006,0.688,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+会心ダメージ,,5005,876,18006,1.504,0,2.23402,0,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+会心率,,5005,876,18006,1.504,0,2.234021,0,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,5001,876,18006,1.508,0,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+会心ダメージ,鍾離,4992,876,18006,1.188,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+会心率,鍾離,4992,876,18006,1.188,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+会心ダメージ,,4951,876,20651.2,1.038,0,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+会心率,,4951,876,20651.2,1.038,0,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+岩バフ+元素熟知,,4929,1349.04,18006,0.994,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+岩バフ+元素熟知,,4901,876,20651.2,1.504,0,2.18734,187,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+元素熟知,鍾離,4870,876,18006,1.654,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+会心ダメージ,,4857,1138.8,20651.2,0.538,0,2.714952,187,0.93:1.85,2.00,,0.44:0.73,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+会心率,,4857,1138.8,20651.2,0.538,0,2.714952,187,0.93:1.85,2.00,,0.12:1.35,0,0,1.6
黎明の神剣(R5),華館4,元チャ+元素熟知+元素熟知,,4849,1349.04,18006,0.528,0,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
西風剣,華館4,元チャ+元素熟知+元素熟知,鍾離,4742,1349.04,18006,0.678,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+岩バフ+元素熟知,,4715,1138.8,18006,1.324,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
狼牙(R5),華館+劇団,元チャ+元素熟知+元素熟知,,4711,1138.8,18006,0.858,0,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+会心ダメージ,,4704,1349.04,18006,0.528,0,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+会心率,,4704,1349.04,18006,0.528,0,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,,4694,1138.8,18006,0.858,0,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+会心率,,4694,1138.8,18006,0.858,0,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
西風剣,華館4,元チャ+元素熟知+防御%,,4658,1859.748,18006,0.528,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+会心ダメージ,,4651,1138.8,18006,1.004,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+会心率,,4651,1138.8,18006,1.004,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+防御%,,4648,1649.508,18006,0.538,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+防御%,,4633,1386.708,18006,1.038,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
磐岩結緑,華館4,元チャ+元素熟知+元素熟知,,4605,1349.04,20651.2,0.528,0,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
狼牙(R5),劇団4(控え),元チャ+元素熟知+元素熟知,,4599,876,18006,1.358,0,2.179648,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,,4582,876,18006,1.358,0,2.171981,187,0.77:1.53,2.00,,0.60:0.41,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+会心率,,4582,876,18006,1.358,0,2.171981,187,0.77:1.53,2.00,,0.28:1.03,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+元素熟知,鍾離,4500,1138.8,18006,0.688,0,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,4487,876,18006,1.188,0,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+会心ダメージ,,4471,876,18006,1.504,0,1.995461,0,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+会心率,,4471,876,18006,1.504,0,1.995461,0,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
腐植の剣(R5),華館4,元チャ+元素熟知+元素熟知,,4441,1349.04,18006,0.848,0,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館4,元チャ+岩バフ+元素熟知,,4410,1349.04,18006,0.994,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+岩バフ+元素熟知,,4407,876,18006,1.824,0,1.7442,187,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館4,元チャ+元素熟知+会心ダメージ,,4201,1349.04,18006,0.528,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館4,元チャ+元素熟知+会心率,,4201,1349.04,18006,0.528,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
黎明の神剣(R5),劇団4(控え),元チャ+元素熟知+元素熟知,,4200,876,18006,1.038,0,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+岩バフ+元素熟知,,4181,1138.8,18006,1.004,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+防御%,,4159,1649.508,18006,0.538,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
黎明の神剣(R5),華館+劇団,元チャ+元素熟知+元素熟知,,4120,1138.8,18006,0.538,0,2.303305,374,0.81:1.61,2.00,,0.48:0.65,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+会心ダメージ,,4074,876,18006,1.038,0,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+会心率,,4074,876,18006,1.038,0,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+元素熟知,鍾離,4027,1138.8,18006,0.688,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+岩バフ+元素熟知,,4019,876,18006,1.504,0,1.7938,187,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+元素熟知,鍾離,4015,876,18006,1.188,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+会心ダメージ,,3996,1138.8,18006,0.538,0,2.23402,187,0.79:1.57,2.00,,0.58:0.45,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+会心率,,3996,1138.8,18006,0.538,0,2.234021,187,0.79:1.57,2.00,,0.26:1.07,0,0,1.6
磐岩結緑,劇団4(控え),元チャ+元素熟知+元素熟知,,3988,876,20651.2,1.038,0,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
磐岩結緑,華館+劇団,元チャ+元素熟知+元素熟知,,3913,1138.8,20651.2,0.538,0,2.18734,374,0.77:1.54,2.00,,0.28:1.04,0,0,1.6
サーンドルの渡し守(R5),華館4,元チャ+元素熟知+元素熟知,,3777,1349.04,18006,0.528,0,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
腐植の剣(R5),華館+劇団,元チャ+元素熟知+元素熟知,,3769,1138.8,18006,0.858,0,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,華館+劇団,元チャ+岩バフ+元素熟知,,3741,1138.8,18006,1.004,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
腐植の剣(R5),劇団4(控え),元チャ+元素熟知+元素熟知,,3680,876,18006,1.358,0,1.7442,374,0.61:1.22,2.00,,0.44:0.72,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+会心ダメージ,,3639,876,18006,1.038,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+会心率,,3639,876,18006,1.038,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,劇団4(控え),元チャ+岩バフ+元素熟知,,3596,876,18006,1.504,0,1.605,187,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+会心ダメージ,,3570,1138.8,18006,0.538,0,1.995461,187,0.71:1.41,2.00,,0.66:0.29,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+会心率,,3570,1138.8,18006,0.538,0,1.995461,187,0.71:1.41,2.00,,0.34:0.91,0,0,1.6
西風剣,華館4,元チャ+元素熟知+元素熟知,,3379,1349.04,18006,0.528,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
サーンドルの渡し守(R5),劇団4(控え),元チャ+元素熟知+元素熟知,,3271,876,18006,1.038,0,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
サーンドルの渡し守(R5),華館+劇団,元チャ+元素熟知+元素熟知,,3209,1138.8,18006,0.538,0,1.7938,374,0.63:1.26,2.00,,0.42:0.76,0,0,1.6
西風剣,劇団4(控え),元チャ+元素熟知+元素熟知,,2926,876,18006,1.038,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
西風剣,華館+劇団,元チャ+元素熟知+元素熟知,,2871,1138.8,18006,0.538,0,1.605,374,0.55:1.10,2.00,,0.50:0.60,0,0,1.6
