武器,聖遺物セット,聖遺物メイン,バフキャラ,爆発一発目期待値,爆発通常合計期待値,願力,爆発一発目倍率,元チャ,攻撃力,加算,バフ合計,バフ共通,元素バフ,バフ爆発,耐性ダウン,耐性ダウン計算後,パーティ元素,熟知,率ダメ,サブステ,スコア
赤砂の杖(スキル命中3),ファントム+絶縁,元素熟知+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114680,34704,38,9.87,1.52,3469,0,1.644,0.3,1.074,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,287,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム+絶縁,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114672,34701,38,9.87,2.038,3215,0,1.8512,0.3,1.2812,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.78:1.55,0.29:0.43,1
漁獲(R5),ファントム4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114671,33348,36,9.73,1.779,2622,0,2.5176,0.75,1.1776,0.59,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.84:1.50,0.00:1.00,1
和璞鳶,絶縁4,攻撃%+雷バフ+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),114665,33346,36,9.73,1.52,3593,0,2.444,0.72,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.59:1.17,0.16:0.67,1
漁獲(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114664,33346,36,9.73,1.779,3017,0,2.0516,0.75,0.7116001,0.59,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.80:1.59,0.27:0.47,1
和璞鳶,ファントム+絶縁,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114645,34693,38,9.87,1.52,3322,0,1.898,1.02,0.608,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.32:0.36,1
和璞鳶,ファントム+絶縁,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114645,34693,38,9.87,1.52,3322,0,1.898,1.02,0.608,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.01:0.98,1
和璞鳶,金メッキ+絶縁,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114645,34693,38,9.87,1.52,3322,0,1.898,1.02,0.608,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,180,0.74:1.48,0.32:0.36,1
和璞鳶,金メッキ+絶縁,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114645,34693,38,9.87,1.52,3322,0,1.898,1.02,0.608,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,180,0.74:1.48,0.01:0.98,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114622,34686,38,9.87,1.32,3951,0,2.014,0.75,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.78:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114613,33331,36,9.73,1.52,2724,0,2.474,0.75,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.80:1.50,0.00:1.00,1
和璞鳶,ファントム4,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114611,34683,38,9.87,1.838,3953,0,2.3412,0.87,1.2012,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.69:1.38,0.06:0.88,1
フィヨルド(R5),ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114607,34682,38,9.87,1.32,3431,0,2.014,0.75,0.994,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,340,1.00:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム+絶縁,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114601,34680,38,9.87,2.038,3215,0,1.8512,0.3,1.2812,0.27,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),114600,37273,42,10.15,2.038,3624,0,2.0607,0,1.2812,0.7795,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.24,0.13:0.74,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),114580,37266,42,10.15,2.497,3036,0,2.67905,0,1.4648,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.45:0.11,1
漁獲(R5),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),114580,37266,42,10.15,2.497,3036,0,2.67905,0,1.4648,1.21425,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.23,0.13:0.73,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),114576,33320,36,9.73,1.52,2978,0,1.858,0.6,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,524,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),金メッキ+絶縁,元素熟知+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),114548,34664,38,9.87,1.52,3578,0,1.944,0.6,1.074,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,367,0.85:1.70,0.21:0.58,1
ひれ長(R5),絶縁4,元チャ+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),114527,34658,38,9.87,2.038,3315,0,3.3327,0.6,1.2812,1.4515,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.63:1.26,0.43:0.14,1
ひれ長(R5),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),114527,34658,38,9.87,2.038,3315,0,3.3327,0.6,1.2812,1.4515,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.63:1.26,0.12:0.76,1
和璞鳶,絶縁4,元チャ+雷バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),114526,33306,36,9.73,2.038,2651,0,2.6807,1.02,0.8812001,0.7795,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.74:1.48,0.32:0.36,1
和璞鳶,絶縁4,元チャ+雷バフ+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),114526,33306,36,9.73,2.038,2651,0,2.6807,1.02,0.8812001,0.7795,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.74:1.48,0.01:0.98,1
草薙の稲光,ファントム4,元チャ+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114519,33304,36,9.73,2.689,3232,0,2.0956,0.75,1.0756,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.33:0.35,1
草薙の稲光,ファントム4,元チャ+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114519,33304,36,9.73,2.689,3232,0,2.0956,0.75,1.0756,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.74:1.47,0.01:0.97,1
赤砂の杖(スキル命中3),絶縁4,元チャ+元素熟知+会心率,ベネット(西風、旧貴族)+モナ(max)+万葉(翠緑4),114518,33303,36,9.73,2.038,2724,0,2.0947,0.9,0.4152001,0.7795,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,337,0.95:1.50,0.00:1.00,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114507,34651,38,9.87,1.52,3770,0,1.624,0.3,0.674,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.72:1.44,0.36:0.28,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114483,34644,38,9.87,1.32,4444,0,1.548,0.75,0.528,0.27,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.85:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),114481,37234,42,10.15,1.52,2958,0,2.008,0.75,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(max),114477,34642,38,9.87,1.52,2958,0,1.858,0.6,0.608,0.65,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+モナ(max),114477,34642,38,9.87,1.52,2958,0,1.858,0.6,0.608,0.65,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.95:1.50,0.00:1.00,1
ひれ長(R5),ファントム+絶縁,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114473,34641,38,9.87,1.52,3761,0,2.316,0.3,1.074,0.942,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.56:1.11,0.19:0.61,1
ひれ長(R5),金メッキ+絶縁,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114473,34641,38,9.87,1.52,3761,0,2.316,0.3,1.074,0.942,0,0.575,Pyro:1、Electro:2、Anemo:1、,180,0.56:1.11,0.19:0.61,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+モナ(max),114472,37231,42,10.15,1.52,2803,0,1.858,0.6,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,287,0.85:1.70,0.21:0.58,1
ひれ長(R5),ファントム+絶縁,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114469,34640,38,9.87,1.52,3761,0,2.316,0.3,1.074,0.942,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.55:1.12,0.50:0.00,1
ひれ長(R5),金メッキ+絶縁,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114469,34640,38,9.87,1.52,3761,0,2.316,0.3,1.074,0.942,0,0.575,Pyro:1、Electro:2、Anemo:1、,180,0.55:1.12,0.50:0.00,1
赤砂の杖(スキル命中3),ファントム4,元チャ+雷バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),114465,33288,36,9.73,1.838,2879,0,2.1212,1.05,0.8012,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.85:1.50,0.00:1.00,1
漁獲(R5),ファントム4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114454,33285,36,9.73,1.779,3017,0,2.0516,0.75,0.7116001,0.59,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.84:1.50,0.00:1.00,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),114454,37225,42,10.15,1.52,3322,0,2.128,0.87,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.40:0.21,1
和璞鳶,絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),114454,37225,42,10.15,1.52,3322,0,2.128,0.87,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.67:1.33,0.08:0.83,1
赤砂の杖(スキル命中3),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+万葉(翠緑4),114436,33279,36,9.73,1.838,2724,0,1.6552,1.05,0.3352,0.27,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,337,0.96:1.91,0.11:0.79,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+フリーナ(フル),114411,37211,42,10.15,1.52,2958,0,2.008,0.75,0.608,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.80:1.50,0.00:1.00,1
護摩(HP50%以上),絶縁4,元チャ+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),114394,33267,36,9.73,2.038,2507,0,2.6607,0.6,1.2812,0.7795,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.80:1.59,0.29:0.43,1
赤砂の杖(スキル命中3),ファントム4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ナヒーダ(深林4)+フリーナ(フル),114387,26712,34,9.59,1.32,2076,0,2.014,0.75,0.994,0.27,0,0.565,Hydro:1、Electro:1、Geo:1、Dendro:1、,350,0.96:1.91,0.11:0.79,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),114374,33261,36,9.73,1.52,3388,0,1.558,0.3,0.608,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.72:1.44,0.36:0.28,1
草薙の稲光,絶縁4,元チャ+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+ジン(翠緑4)+ベネット(西風、旧貴族),114355,37193,42,10.15,2.889,4108,0,2.61385,0,1.6216,0.99225,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.40:0.80,0.35:0.30,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),114352,33255,36,9.73,1.52,3383,0,2.23,0.3,0.608,1.322,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.56:1.11,0.19:0.61,1
ひれ長(R5),絶縁4,攻撃%+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),114347,33254,36,9.73,1.52,3383,0,2.23,0.3,0.608,1.322,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.55:1.12,0.50:0.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),114335,33250,36,9.73,1.52,3134,0,1.558,0.3,0.608,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,337,0.78:1.55,0.29:0.43,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心ダメージ,ジン(翠緑4)+フリーナ(フル)+ベネット(西風、旧貴族),114332,35910,40,10.01,1.32,3383,0,1.82,0.75,0.128,0.942,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+攻撃%+会心率,ジン(翠緑4)+フリーナ(フル)+ベネット(西風、旧貴族),114332,35910,40,10.01,1.32,3383,0,1.82,0.75,0.128,0.942,0,0.575,Pyro:1、Hydro:1、Electro:1、Anemo:1、,150,0.74:1.47,0.01:0.97,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+攻撃%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),114332,33249,36,9.73,1.52,3699,0,1.858,0.6,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.70:1.39,0.05:0.89,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),114312,34592,38,9.87,1.52,3191,0,1.914,0.19,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,250,0.78:1.55,0.29:0.43,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114291,34586,38,9.87,1.32,3761,0,2.286,0.75,0.594,0.942,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114291,34586,38,9.87,1.32,3761,0,2.286,0.75,0.594,0.942,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.74:1.47,0.01:0.97,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+ベネット(西風、旧貴族)+モナ(max),114288,34585,38,9.87,1.52,3624,0,1.924,0.6,0.674,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.95:1.50,0.00:1.00,1
草薙の稲光,絶縁4,攻撃%+雷バフ+攻撃%,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114283,34584,38,9.87,2.371,3322,0,3.17715,0.9,1.4144,0.86275,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.48:0.95,0.28:0.45,1
護摩(HP50%以上),絶縁4,攻撃%+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114270,33231,36,9.73,1.52,3388,0,2.008,0.75,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,150,0.72:1.44,0.36:0.28,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),114265,33230,36,9.73,1.52,3134,0,1.558,0.3,0.608,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,337,0.80:1.50,0.00:1.00,1
護摩(HP50%以上),絶縁4,攻撃%+雷バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+万葉(翠緑4),114262,33229,36,9.73,1.52,2948,0,2.024,0.3,1.074,0.65,0,0.665,Pyro:1、Electro:1、Geo:1、Anemo:1、,150,0.55:1.78,0.50:0.00,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),114261,34577,38,9.87,1.32,2670,0,2.686,0.75,0.994,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),114261,34577,38,9.87,1.32,2670,0,2.686,0.75,0.994,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.01:0.97,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),114261,34577,38,9.87,1.32,2670,0,2.686,0.75,0.994,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.33:0.35,1
ひれ長(R5),ファントム4,攻撃%+雷バフ+会心率,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),114261,34577,38,9.87,1.32,2670,0,2.686,0.75,0.994,0.942,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.74:1.47,0.01:0.97,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),114242,34571,38,9.87,1.52,3191,0,1.914,0.19,1.074,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,250,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),ファントム+金メッキ,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),114234,33221,36,9.73,1.32,2988,0,1.864,0.6,0.994,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,230,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),金メッキ4,攻撃%+雷バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+モナ(max),114234,33221,36,9.73,1.32,2988,0,1.864,0.6,0.994,0.27,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,230,0.95:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114231,34568,38,9.87,1.52,3879,0,2.008,0.75,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.78:1.55,0.29:0.43,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114231,33220,36,9.73,1.52,3134,0,2.008,0.75,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.78:1.55,0.29:0.43,1
護摩(HP50%以上),絶縁4,元チャ+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114227,34567,38,9.87,2.038,3770,0,2.3447,0.75,0.8152001,0.7795,0,0.45,Pyro:1、Hydro:1、Electro:2、,100,0.72:1.44,0.36:0.28,1
和璞鳶,ファントム+絶縁,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114208,34561,38,9.87,1.52,2851,0,2.364,1.02,1.074,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.32:0.36,1
和璞鳶,ファントム+絶縁,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114208,34561,38,9.87,1.52,2851,0,2.364,1.02,1.074,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.74:1.48,0.01:0.98,1
和璞鳶,金メッキ+絶縁,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114208,34561,38,9.87,1.52,2851,0,2.364,1.02,1.074,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,180,0.74:1.48,0.32:0.36,1
和璞鳶,金メッキ+絶縁,攻撃%+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114208,34561,38,9.87,1.52,2851,0,2.364,1.02,1.074,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,180,0.74:1.48,0.01:0.98,1
赤砂の杖(スキル命中3),ファントム+絶縁,攻撃%+攻撃%+会心ダメージ,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114193,34556,38,9.87,1.52,2958,0,1.778,0.9,0.608,0.27,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+攻撃%+攻撃%,イアンサ(灰燼4、爆発lv10)+ベネット(西風、旧貴族)+万葉(翠緑4),114186,34554,38,9.87,1.52,4444,0,1.558,0.3,0.608,0.65,0,0.575,Pyro:1、Electro:2、Anemo:1、,100,0.62:1.24,0.13:0.74,1
護摩(HP50%以上),絶縁4,元チャ+雷バフ+会心率,イアンサ(灰燼4、爆発lv10)+モナ(max)+万葉(翠緑4),114179,34552,38,9.87,2.038,2240,0,2.9607,0.9,1.2812,0.7795,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.80:1.59,0.29:0.43,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼4、爆発lv10)+シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ(フル),114179,34552,38,9.87,1.32,2524,0,2.014,0.75,0.994,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.92:1.84,0.14:0.72,1
死闘の槍(R5、敵2以上),ファントム4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル),114179,34552,38,9.87,1.32,2524,0,2.014,0.75,0.994,0.27,0,0.565,Hydro:1、Electro:2、Geo:1、,100,0.92:1.84,0.14:0.72,1
赤砂の杖(スキル命中3),絶縁4,攻撃%+雷バフ+会心ダメージ,イアンサ(灰燼以外、爆発lv10)+モナ(max)+万葉(翠緑4),114177,34551,38,9.87,1.52,2549,0,2.224,0.9,0.674,0.65,0,0.575,Hydro:1、Electro:2、Anemo:1、,100,0.85:1.70,0.21:0.58,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心率,イアンサ(灰燼4、爆発lv10)+フリーナ(フル)+ベネット(西風、旧貴族),114161,34547,38,9.87,1.52,3879,0,2.008,0.75,0.608,0.65,0,0.45,Pyro:1、Hydro:1、Electro:2、,287,0.80:1.50,0.00:1.00,1
赤砂の杖(スキル命中3),絶縁4,元素熟知+攻撃%+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+フリーナ(フル)+ベネット(西風、旧貴族),114161,33199,36,9.73,1.52,3134,0,2.008,0.75,0.608,0.65,0,0.565,Pyro:1、Hydro:1、Electro:1、Geo:1、,337,0.80:1.50,0.00:1.00,1
