武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
古祠の瓏(完凸),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+万葉,1024828,498523.5,947,570,43835.82,0.45,267,1.00:2.06,,0.02:1.56,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+HP%,エミリエ+トーマ+万葉,1024443,498336.2,1035,570,37154.42,0.766,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+白朮+万葉,1024443,498336.2,1035,570,37154.42,0.766,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+万葉,1024443,498336.2,1035,570,37154.42,0.766,230,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,沈淪4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,1023809,498027.8,1035,570,30078.21,0.45,499,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,1023262,497761.7,1035,570,37154.42,0.6,125,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1023262,497761.7,1035,570,37154.42,0.6,125,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+楽団,HP%+HP%+HP%,アルベド+トーマ+万葉,1021784,497043,1035,570,47267.63,0.3,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+HP%,アルベド+トーマ+万葉,1021784,497043,1035,570,47267.63,0.3,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+HP%,アルベド+トーマ+万葉,1021784,497043,1035,570,47267.63,0.3,205,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+HP%,アルベド+トーマ+万葉,1021784,497043,1035,570,47267.63,0.3,205,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+元素熟知,アルベド+トーマ+万葉,1021530,496919.3,1061.48,570,29683.4,0.766,579,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1021244,496780.3,1136.36,570,30078.21,0.766,367,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+HP%+元素熟知,アルベド+トーマ+万葉,1021060,496690.8,1136.36,570,37154.42,0.3,492,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+鍾離,1021058,496689.6,1035,570,37154.42,0.3,312,1.00:2.13,,0.42:0.75,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+元素熟知,アルベド+トーマ+万葉,1021048,496684.7,1061.48,570,36759.61,0.3,579,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,沈淪4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1021027,496674.3,1035,570,30078.21,0.916,187,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素熟知+会心率,アルベド+トーマ+万葉,1020277,496309.9,1061.48,570,29683.4,0.3,579,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1020277,496309.9,1061.48,570,29683.4,0.3,579,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,沈淪4,HP%+元素熟知+元素熟知,トーマ+鍾離+万葉,1020011,496180.4,1035,570,30078.21,0.45,374,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,1018885,495632.7,947,570,43835.82,0.916,80,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1018831,495606.3,947,570,39796.61,0.766,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1018831,495606.3,947,570,39796.61,0.766,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1018831,495606.3,947,570,39796.61,0.766,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1018831,495606.3,947,570,39796.61,0.766,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1018051,495226.8,947,570,49909.82,0.766,205,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1017803,495106.3,1035,570,30078.21,0.916,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1017803,495106.3,1035,570,30078.21,0.916,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1017803,495106.3,1035,570,30078.21,0.916,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1017803,495106.3,1035,570,30078.21,0.916,392,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素バフ+HP%,アルベド+トーマ+万葉,1016676,494558.2,1035,570,37154.42,1.066,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1016324,494386.9,1035,570,30078.21,0.6,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1016324,494386.9,1035,570,30078.21,0.6,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+HP%+元素熟知,トーマ+鍾離+万葉,1016152,494303.1,1136.36,570,37154.42,0.3,367,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1014756,493624.3,947,570,36759.61,0.916,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1014756,493624.3,947,570,36759.61,0.916,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1014756,493624.3,947,570,36759.61,0.916,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1014756,493624.3,947,570,36759.61,0.916,472,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1014716,493604.4,947,570,39796.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1014716,493604.4,947,570,39796.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),千岩+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1014716,493604.4,947,570,39796.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1014716,493604.4,947,570,39796.61,0.916,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+沈淪,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+沈淪,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1013991,493251.7,947,570,29683.4,0.916,472,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,火魔女4(1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,1013941,493227.5,1035,570,37154.42,0.766,125,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1013094,492815.4,1035,570,30078.21,0.766,472,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),花海+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1012857,492700.3,947,570,42833.61,0.766,267,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,花海+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1012655,492601.9,1035,570,36152.21,0.3,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1012655,492601.9,1035,570,36152.21,0.3,187,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素バフ+会心率,トーマ+鍾離+万葉,1012522,492537.2,1035,570,30078.21,0.766,160,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+金メッキ,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1012522,492537.3,1035,570,30078.21,0.766,160,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+会心率,トーマ+鍾離+万葉,1012496,492524.9,947,570,43835.82,0.45,80,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),沈淪4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,1012496,492524.9,947,570,43835.82,0.45,80,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,1011784,492178.3,1035,570,30078.21,0.45,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1011092,491841.7,1035,570,29076,0.766,187,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1011092,491841.8,1035,570,29076,0.766,187,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),花海+楽団,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1010618,491611.3,947,570,39796.61,0.766,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),花海+金メッキ,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1010618,491611.3,947,570,39796.61,0.766,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1010618,491611.3,947,570,39796.61,0.766,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+千岩,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1010618,491611.3,947,570,39796.61,0.766,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,1010612,491608.3,947,570,43835.82,0.6,205,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),黒曜の秘典+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,1010612,491608.3,947,570,43835.82,0.6,205,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+HP%+会心率,トーマ+鍾離+万葉,1010132,491374.7,947,570,43835.82,0.3,310,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),金メッキ4(同元素0),HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,1010132,491374.7,947,570,43835.82,0.3,310,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),黒曜の秘典4,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1010028,491324.1,947,570,29683.4,0.916,392,1.00:2.10,,0.00:1.60,1.6
サーフィンタイム,金メッキ4(同元素1),HP%+HP%+HP%,トーマ+鍾離+万葉,1009866,491245.3,1136.36,570,44230.63,0.3,180,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,黒曜の秘典+沈淪,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,1009783,491205.1,1035,570,30078.21,1.066,312,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+楽団,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素熟知+会心率,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,HP%+元素熟知+会心ダメージ,トーマ+鍾離+万葉,1009769,491198.2,1035,570,33115.21,0.3,267,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,しめ縄4,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1009345,490991.8,1165.32,570,23002,0.766,312,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,しめ縄4,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1009345,490991.8,1165.32,570,23002,0.766,312,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+会心率,エミリエ+トーマ+万葉,1009133,490888.7,1035,570,30078.21,0.766,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,1009133,490888.8,1035,570,30078.21,0.766,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+白朮+万葉,1009133,490888.7,1035,570,30078.21,0.766,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+白朮+万葉,1009133,490888.8,1035,570,30078.21,0.766,230,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+万葉,1009133,490888.7,1035,570,30078.21,0.766,230,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+万葉,1009133,490888.8,1035,570,30078.21,0.766,230,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),楽団+金メッキ,HP%+元素バフ+HP%,トーマ+鍾離+万葉,1009003,490825.5,947,570,43835.82,0.766,240,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,花海+楽団,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1008982,490815.4,1035,570,26039,0.766,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+楽団,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1008982,490815.5,1035,570,26039,0.766,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+金メッキ,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1008982,490815.4,1035,570,26039,0.766,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1008982,490815.5,1035,570,26039,0.766,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,楽団+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1008982,490815.4,1035,570,26039,0.766,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1008982,490815.5,1035,570,26039,0.766,392,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,金メッキ+千岩,元素熟知+元素バフ+会心率,アルベド+トーマ+万葉,1008982,490815.4,1035,570,26039,0.766,392,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1008982,490815.5,1035,570,26039,0.766,392,1.00:2.04,,0.78:0.04,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,1008378,490521.7,1061.48,570,36759.61,0.766,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,1008378,490521.7,1061.48,570,36759.61,0.766,267,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素バフ+元素熟知,トーマ+万葉,1008378,490521.7,1061.48,570,36759.61,0.766,267,0.83:1.66,,0.22:1.16,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+元素熟知,アルベド+トーマ+万葉,1008042,490358,1035,570,37154.42,0.3,472,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),沈淪4,元素熟知+元素バフ+元素熟知,トーマ+鍾離+万葉,1007904,490290.8,947,570,29683.4,0.916,454,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心率,エミリエ+トーマ+万葉,1007617,490151.6,1061.48,570,29683.4,0.766,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心ダメージ,エミリエ+トーマ+万葉,1007617,490151.6,1061.48,570,29683.4,0.766,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心率,トーマ+白朮+万葉,1007617,490151.6,1061.48,570,29683.4,0.766,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心ダメージ,トーマ+白朮+万葉,1007617,490151.6,1061.48,570,29683.4,0.766,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心率,トーマ+万葉,1007617,490151.6,1061.48,570,29683.4,0.766,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,元素熟知+元素バフ+会心ダメージ,トーマ+万葉,1007617,490151.6,1061.48,570,29683.4,0.766,267,0.99:1.97,,0.38:0.85,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+会心率,トーマ+鍾離+万葉,1007473,490081.2,1035,570,37154.42,0.3,160,1.00:2.04,,0.47:0.66,1.6
サーフィンタイム,楽団+金メッキ,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,1007473,490081.2,1035,570,37154.42,0.3,160,1.00:2.04,,0.78:0.04,1.6
サーフィンタイム,花海+楽団,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1007184,489940.7,1035,570,40191.42,0.3,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,花海+金メッキ,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1007184,489940.7,1035,570,40191.42,0.3,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,楽団+千岩,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1007184,489940.7,1035,570,40191.42,0.3,267,0.87:1.73,,0.62:0.35,1.6
サーフィンタイム,金メッキ+千岩,HP%+HP%+元素熟知,トーマ+鍾離+万葉,1007184,489940.7,1035,570,40191.42,0.3,267,0.87:1.73,,0.62:0.35,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心率,エミリエ+トーマ+万葉,1007142,489920.2,1061.48,570,36759.61,0.3,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心ダメージ,エミリエ+トーマ+万葉,1007142,489920.2,1061.48,570,36759.61,0.3,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心率,トーマ+白朮+万葉,1007142,489920.2,1061.48,570,36759.61,0.3,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+白朮+万葉,1007142,489920.2,1061.48,570,36759.61,0.3,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心率,トーマ+万葉,1007142,489920.2,1061.48,570,36759.61,0.3,267,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄4,HP%+元素熟知+会心ダメージ,トーマ+万葉,1007142,489920.2,1061.48,570,36759.61,0.3,267,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1006649,489680.4,1061.48,570,36759.61,0.766,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1006649,489680.4,1061.48,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),しめ縄+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1006649,489680.4,1061.48,570,36759.61,0.766,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),しめ縄+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1006649,489680.4,1061.48,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1006649,489680.4,947,570,36759.61,0.766,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1006649,489680.4,947,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),火魔女+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,1006649,489680.4,947,570,36759.61,0.766,285,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),火魔女+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,1006649,489680.4,947,570,36759.61,0.766,285,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1006577,489645.2,947,570,36759.61,0.916,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1006577,489645.2,947,570,36759.61,0.916,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+沈淪,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1006577,489645.2,947,570,36759.61,0.916,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ+黒曜の秘典,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1006577,489645.2,947,570,36759.61,0.916,347,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),金メッキ4(同元素1),HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,1005999,489364,1036.04,570,36759.61,0.766,447,0.83:1.66,,0.22:1.16,1.6
古祠の瓏(完凸),楽団+沈淪,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+沈淪,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.38:0.85,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.06:1.47,1.6
古祠の瓏(完凸),楽団+黒曜の秘典,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,1005817,489275.7,947,570,29683.4,0.916,347,0.99:1.97,,0.38:0.85,1.6
