武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,一発目期待値,攻撃力,防御力,HP,バフ,熟知,率ダメ,聖遺物組み合わせ,サブステ,スコア
トゥライトゥーラの記憶,花海+楽団,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,854835.2,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,854835.2,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,楽団+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,854835.2,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ+千岩,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,854835.2,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+楽団,HP%+HP%+会心率,アルベド+トーマ+万葉,854835.1,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,花海+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,854835.1,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,楽団+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,854835.1,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,金メッキ+千岩,HP%+HP%+会心率,アルベド+トーマ+万葉,854835.1,415831.2,1167,570,37154.42,0.3,205,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,花海+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854777.3,415803.1,1303.96,570,37154.42,0.766,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,花海+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854777.3,415803.1,1303.96,570,37154.42,0.766,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,楽団+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854777.3,415803.1,1303.96,570,37154.42,0.766,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,金メッキ+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854777.3,415803.1,1303.96,570,37154.42,0.766,205,0.76:1.51,,0.29:1.01,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,854575.2,415704.7,1303.96,570,27041.21,0.916,187,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,854575.2,415704.7,1303.96,570,27041.21,0.916,187,0.96:1.91,,0.09:1.41,1.6
凛流の監視者,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+万葉,854575.2,415704.7,1303.96,570,27041.21,0.916,187,0.96:1.91,,0.09:1.41,1.6
トゥライトゥーラの記憶,花海+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854475.9,415656.4,1167,570,37154.42,0.766,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,花海+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854475.9,415656.4,1167,570,37154.42,0.766,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,楽団+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854475.9,415656.4,1167,570,37154.42,0.766,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,金メッキ+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,854475.9,415656.4,1167,570,37154.42,0.766,205,0.76:1.51,,0.51:0.57,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,854286.3,415564.2,1167,570,27041.21,0.916,187,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,854286.3,415564.2,1167,570,27041.21,0.916,187,0.96:1.91,,0.31:0.97,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+万葉,854286.3,415564.2,1167,570,27041.21,0.916,187,0.96:1.91,,0.31:0.97,1.6
四風原典(10s換算),黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,854276.3,415559.3,1101,570,34117.42,0.514,312,1.00:2.02,,0.04:1.52,1.6
凛流の監視者,金メッキ4(同元素1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,853683.8,415271.1,1423.8,570,27041.21,0.766,305,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,853683.8,415271.1,1423.8,570,27041.21,0.766,305,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,853391.6,415129,1286.84,570,27041.21,0.766,305,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,金メッキ4(同元素1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,853391.4,415128.9,1286.84,570,27041.21,0.766,305,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,沈淪4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,853266.2,415068,1303.96,570,27041.21,0.45,312,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,沈淪4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,853266.2,415068,1303.96,570,27041.21,0.45,312,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,沈淪4,HP%+HP%+HP%,アルベド+トーマ+万葉,853054.9,414965.2,1303.96,570,41193.63,0.45,125,0.76:1.51,,0.29:1.01,1.6
トゥライトゥーラの記憶,沈淪4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,852974.1,414925.9,1167,570,27041.21,0.45,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,沈淪4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,852974,414925.8,1167,570,27041.21,0.45,312,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,沈淪4,HP%+HP%+HP%,アルベド+トーマ+万葉,852754.1,414818.8,1167,570,41193.63,0.45,125,0.76:1.51,,0.51:0.57,1.6
凛流の監視者,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+鍾離+万葉,852525.9,414707.9,1303.96,570,41193.63,0.3,230,0.76:1.51,,0.29:1.01,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+鍾離+万葉,852506.7,414698.5,1141.4,570,34117.42,0.926,310,0.78:1.57,,0.54:0.52,1.6
流浪完凸(期待値),しめ縄4,HP%+HP%+元素熟知,アルベド+トーマ+万葉,852323.6,414609.4,1265.96,570,34117.42,0.46,392,0.78:1.57,,0.54:0.52,1.6
トゥライトゥーラの記憶,金メッキ4(同元素0),HP%+HP%+HP%,トーマ+鍾離+万葉,852225.3,414561.6,1167,570,41193.63,0.3,230,0.76:1.51,,0.51:0.57,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,851988.2,414446.3,1058,570,27041.21,1.236,422,0.85:1.69,,0.20:1.19,1.6
凛流の監視者,楽団+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,851904.9,414405.8,1303.96,570,34117.42,0.3,285,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,楽団+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,851904.9,414405.8,1303.96,570,34117.42,0.3,285,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,楽団+金メッキ,HP%+HP%+会心率,アルベド+トーマ+万葉,851613.3,414263.9,1167,570,34117.42,0.3,285,0.91:1.82,,0.36:0.88,1.6
トゥライトゥーラの記憶,楽団+金メッキ,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,851613.3,414263.9,1167,570,34117.42,0.3,285,0.91:1.82,,0.67:0.26,1.6
凛流の監視者,楽団+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,851555.7,414235.9,1303.96,570,34117.42,0.766,285,0.76:1.51,,0.29:1.01,1.6
古祠の瓏,金メッキ4(同元素1),HP%+HP%+会心率,アルベド+トーマ+万葉,851374,414147.5,1036.04,570,38976.62,0.3,345,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素1),HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,851374,414147.5,1036.04,570,38976.62,0.3,345,0.99:1.97,,0.38:0.85,1.6
トゥライトゥーラの記憶,楽団+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,851255.3,414089.8,1167,570,34117.42,0.766,285,0.76:1.51,,0.51:0.57,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,850955.1,413943.8,1003,570,33312.61,0.766,230,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),金メッキ4(同元素0),HP%+元素バフ+会心率,トーマ+鍾離+万葉,850955,413943.7,1003,570,33312.61,0.766,230,0.80:1.60,,0.25:1.10,1.6
久遠流転の大典,楽団+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,850902.9,413918.3,1035,570,36547.02,0.766,285,0.87:1.73,,0.62:0.35,1.6
流浪完凸(期待値),花海+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,850874.2,413904.4,1141.4,570,33115.21,0.926,205,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),花海+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,850874.2,413904.4,1141.4,570,33115.21,0.926,205,0.94:1.88,,0.70:0.21,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,850770.4,413853.9,1035,570,29470.81,0.916,125,1.00:2.44,,0.27:1.06,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,850770.4,413853.9,1035,570,29470.81,0.916,125,1.00:2.44,,0.58:0.44,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+元素バフ+会心率,アルベド+トーマ+万葉,850558.4,413750.8,1141.4,570,27041.21,0.926,435,0.94:1.88,,0.39:0.83,1.6
流浪完凸(期待値),金メッキ4(同元素0),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,850558.4,413750.8,1141.4,570,27041.21,0.926,435,0.94:1.88,,0.70:0.21,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+HP%,エミリエ+トーマ+万葉,850380.4,413664.2,947,570,38976.62,0.766,270,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+白朮+万葉,850380.4,413664.2,947,570,38976.62,0.766,270,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,金メッキ4(同元素0),HP%+元素バフ+HP%,トーマ+万葉,850380.4,413664.2,947,570,38976.62,0.766,270,0.83:1.66,,0.22:1.16,1.6
久遠流転の大典,金メッキ4(同元素1),HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,850287.2,413618.8,1136.36,570,29470.81,0.766,305,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,金メッキ4(同元素1),HP%+元素バフ+会心率,アルベド+トーマ+万葉,850287.1,413618.8,1136.36,570,29470.81,0.766,305,1.00:2.04,,0.47:0.66,1.6
万国諸海(完凸),黒曜の秘典4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,850264.8,413608,1058,570,34117.42,0.77,297,0.85:1.69,,0.20:1.19,1.6
久遠流転の大典,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,850034.8,413496.1,1165.32,570,36547.02,0.3,187,0.87:1.73,,0.62:0.35,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+HP%,アルベド+トーマ+鍾離,849950.7,413455.2,1141.4,570,34117.42,0.926,205,0.98:1.97,,0.34:0.92,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,849890.4,413425.8,1127.56,570,40388.82,0.3,125,0.80:1.60,,0.56:0.48,1.6
ヤチュシェの環(完凸),しめ縄4,HP%+HP%+会心率,アルベド+トーマ+万葉,849890.3,413425.8,1127.56,570,40388.82,0.3,125,0.80:1.60,,0.25:1.10,1.6
久遠流転の大典,黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,849755.8,413360.3,1035,570,36547.02,0.916,0,1.00:2.13,,0.42:0.75,1.6
万国諸海(完凸),黒曜の秘典4,HP%+HP%+会心率,トーマ+鍾離+万葉,849604.4,413286.7,1058,570,34117.42,0.77,110,1.00:2.00,,0.05:1.50,1.6
万国諸海(完凸),黒曜の秘典4,HP%+HP%+会心ダメージ,トーマ+鍾離+万葉,849604.4,413286.7,1058,570,34117.42,0.77,110,1.00:2.00,,0.36:0.88,1.6
久遠流転の大典,花海+楽団,HP%+元素バフ+HP%,アルベド+トーマ+万葉,849480.7,413226.5,1035,570,39584.02,0.766,205,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,花海+金メッキ,HP%+元素バフ+HP%,アルベド+トーマ+万葉,849480.7,413226.5,1035,570,39584.02,0.766,205,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,楽団+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,849480.7,413226.5,1035,570,39584.02,0.766,205,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,金メッキ+千岩,HP%+元素バフ+HP%,アルベド+トーマ+万葉,849480.7,413226.5,1035,570,39584.02,0.766,205,0.87:1.73,,0.62:0.35,1.6
古祠の瓏,楽団+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+元素バフ+会心率,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+黒曜の秘典,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+沈淪,HP%+元素バフ+会心率,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+沈淪,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+元素バフ+会心率,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ+黒曜の秘典,HP%+元素バフ+会心ダメージ,トーマ+鍾離+万葉,849361.8,413168.7,947,570,31900.41,0.916,120,0.99:1.97,,0.38:0.85,1.6
久遠流転の大典,しめ縄4,HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,849257,413117.7,1165.32,570,29470.81,0.766,187,0.87:1.73,,0.62:0.35,1.6
久遠流転の大典,花海+楽団,HP%+元素バフ+会心率,アルベド+トーマ+万葉,848868.5,412928.7,1035,570,32507.81,0.766,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,花海+楽団,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,848868.5,412928.8,1035,570,32507.81,0.766,205,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,花海+金メッキ,HP%+元素バフ+会心率,アルベド+トーマ+万葉,848868.5,412928.7,1035,570,32507.81,0.766,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,花海+金メッキ,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,848868.5,412928.8,1035,570,32507.81,0.766,205,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,楽団+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,848868.5,412928.7,1035,570,32507.81,0.766,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,楽団+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,848868.5,412928.8,1035,570,32507.81,0.766,205,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,金メッキ+千岩,HP%+元素バフ+会心率,アルベド+トーマ+万葉,848868.5,412928.7,1035,570,32507.81,0.766,205,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,金メッキ+千岩,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,848868.5,412928.8,1035,570,32507.81,0.766,205,1.00:2.04,,0.78:0.04,1.6
祭礼,黒曜の秘典4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,848775.8,412883.7,947,570,34117.42,0.916,221,0.85:1.69,,0.20:1.19,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+元素熟知,トーマ+鍾離+万葉,848685,412839.5,1036.04,570,31900.41,0.766,407,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,沈淪4,HP%+元素バフ+HP%,トーマ+鍾離+万葉,848449.9,412725.1,947,570,38976.62,0.916,40,0.83:1.66,,0.22:1.16,1.6
久遠流転の大典,沈淪4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,848439.9,412720.2,1035,570,29470.81,0.45,312,1.00:2.04,,0.47:0.66,1.6
久遠流転の大典,沈淪4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,848439.9,412720.3,1035,570,29470.81,0.45,312,1.00:2.04,,0.78:0.04,1.6
久遠流転の大典,花海+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,848062.8,412536.8,1035,570,35544.81,0.766,312,0.87:1.73,,0.62:0.35,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+元素熟知,エミリエ+トーマ+万葉,847722.4,412371.2,1003,570,33312.61,0.916,187,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+白朮+万葉,847722.4,412371.2,1003,570,33312.61,0.916,187,0.85:1.69,,0.20:1.19,1.6
ヤチュシェの環(完凸),黒曜の秘典4,HP%+元素バフ+元素熟知,トーマ+万葉,847722.4,412371.2,1003,570,33312.61,0.916,187,0.85:1.69,,0.20:1.19,1.6
凛流の監視者,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,847715.5,412367.9,1458.04,570,34117.42,0.3,187,0.76:1.51,,0.29:1.01,1.6
古祠の瓏,金メッキ4(同元素1),HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,847667.2,412344.3,1036.04,570,31900.41,0.766,532,0.83:1.66,,0.22:1.16,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+元素熟知,エミリエ+トーマ+万葉,847436.5,412232.2,947,570,24824.2,0.916,414,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+元素熟知,トーマ+白朮+万葉,847436.5,412232.2,947,570,24824.2,0.916,414,1.00:2.06,,0.02:1.56,1.6
古祠の瓏,黒曜の秘典4,元素熟知+元素バフ+元素熟知,トーマ+万葉,847436.5,412232.2,947,570,24824.2,0.916,414,1.00:2.06,,0.02:1.56,1.6
トゥライトゥーラの記憶,しめ縄4,HP%+HP%+元素熟知,トーマ+鍾離+万葉,847416.6,412222.5,1321.08,570,34117.42,0.3,187,0.76:1.51,,0.51:0.57,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+HP%,エミリエ+トーマ+万葉,847386.2,412207.7,1141.4,570,34117.42,1.076,80,0.98:1.97,,0.34:0.92,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+白朮+万葉,847386.2,412207.7,1141.4,570,34117.42,1.076,80,0.98:1.97,,0.34:0.92,1.6
流浪完凸(期待値),黒曜の秘典4,HP%+元素バフ+HP%,トーマ+万葉,847386.2,412207.7,1141.4,570,34117.42,1.076,80,0.98:1.97,,0.34:0.92,1.6
凛流の監視者,花海+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,847356.8,412193.4,1303.96,570,33115.21,0.3,312,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,花海+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,847356.8,412193.4,1303.96,570,33115.21,0.3,312,0.91:1.82,,0.45:0.70,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,847066.8,412052.3,1167,570,33115.21,0.3,312,0.91:1.82,,0.67:0.26,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,847066.6,412052.3,1167,570,33115.21,0.3,312,0.91:1.82,,0.36:0.88,1.6
凛流の監視者,花海+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,847009.4,412024.4,1303.96,570,33115.21,0.766,312,0.76:1.51,,0.29:1.01,1.6
古祠の瓏,花海+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+黒曜の秘典,HP%+元素熟知+会心率,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+黒曜の秘典,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,千岩+沈淪,HP%+元素熟知+会心率,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,千岩+沈淪,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,黒曜の秘典+千岩,HP%+元素熟知+会心率,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,黒曜の秘典+千岩,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,846930.8,411986.1,947,570,34937.41,0.45,352,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+鍾離,846855,411949.3,1303.96,570,34117.42,0.3,312,0.96:1.91,,0.09:1.41,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素熟知+会心率,アルベド+トーマ+万葉,846754.6,411900.5,1058,570,27041.21,0.77,422,1.00:2.00,,0.05:1.50,1.6
万国諸海(完凸),黒曜の秘典4,HP%+元素熟知+会心ダメージ,アルベド+トーマ+万葉,846754.6,411900.5,1058,570,27041.21,0.77,422,1.00:2.00,,0.36:0.88,1.6
古祠の瓏,火魔女4(1),HP%+元素バフ+HP%,アルベド+トーマ+万葉,846720.3,411883.8,947,570,38976.62,0.766,165,0.83:1.66,,0.22:1.16,1.6
トゥライトゥーラの記憶,花海+千岩,HP%+元素バフ+元素熟知,アルベド+トーマ+万葉,846710.8,411879.1,1167,570,33115.21,0.766,312,0.76:1.51,,0.51:0.57,1.6
流浪完凸(期待値),沈淪4,HP%+HP%+HP%,アルベド+トーマ+万葉,846696.9,411872.3,1141.4,570,41193.63,0.61,205,0.78:1.57,,0.54:0.52,1.6
トゥライトゥーラの記憶,黒曜の秘典4,HP%+HP%+元素熟知,アルベド+トーマ+鍾離,846568.8,411810,1167,570,34117.42,0.3,312,0.96:1.91,,0.31:0.97,1.6
古祠の瓏,金メッキ4(同元素0),元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,846380.7,411718.6,947,570,24824.2,0.766,457,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,846380.7,411718.6,947,570,24824.2,0.766,457,0.99:1.97,,0.38:0.85,1.6
凛流の監視者,楽団+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,楽団+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,楽団+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,楽団+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,金メッキ+沈淪,HP%+HP%+会心率,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ+沈淪,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,金メッキ+黒曜の秘典,HP%+HP%+会心率,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,金メッキ+黒曜の秘典,HP%+HP%+会心ダメージ,アルベド+トーマ+万葉,846258,411658.9,1303.96,570,34117.42,0.45,205,0.91:1.82,,0.45:0.70,1.6
凛流の監視者,しめ縄4,HP%+元素バフ+会心率,アルベド+トーマ+万葉,846256.8,411658.3,1458.04,570,27041.21,0.766,125,0.91:1.82,,0.14:1.32,1.6
凛流の監視者,しめ縄4,HP%+元素バフ+会心ダメージ,アルベド+トーマ+万葉,846256.8,411658.3,1458.04,570,27041.21,0.766,125,0.91:1.82,,0.45:0.70,1.6
古祠の瓏,花海+楽団,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+楽団,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,花海+金メッキ,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.38:0.85,1.6
古祠の瓏,楽団+千岩,元素熟知+元素バフ+会心率,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.06:1.47,1.6
古祠の瓏,楽団+千岩,元素熟知+元素バフ+会心ダメージ,トーマ+鍾離+万葉,846097.2,411580.7,947,570,27861.2,0.766,307,0.99:1.97,,0.38:0.85,1.6
