武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
雨裁,火魔女+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127584.5,2690.68,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+氷風,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127584.5,2690.68,165,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127584.5,2690.68,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+悠久,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127584.5,2690.68,165,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127584.5,2690.68,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+雷,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127584.5,2690.68,165,0.89:1.77,0.58:0.25,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127581.2,3239.9,100,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127581.2,3239.9,100,1.00:2.10,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127579.3,1985.4,517,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127579.3,1985.4,517,1.00:2.10,0.41:0.58,1.4
雨裁,火魔女+楽団,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127568.8,3069.072,245,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+楽団,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127568.8,3069.072,245,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+金メッキ,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127568.8,3069.072,245,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+金メッキ,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127568.8,3069.072,245,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女+楽園,元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127568.8,3069.072,245,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女+楽園,元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127568.8,3069.072,245,0.89:1.77,0.58:0.25,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127520.4,3682.16,367,0.89:1.77,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127520.4,3682.16,367,0.89:1.77,0.58:0.25,1.4
螭龍の剣(完凸),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+鍾離,127518.4,1480.28,230,1.00:2.05,0.13:1.15,1.4
螭龍の剣(完凸),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+鍾離,127518.4,1480.28,230,1.00:2.05,0.44:0.53,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127516.5,3609.36,367,0.90:1.79,0.25:0.89,1.4
葦海の標(1),しめ縄+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.10:1.20,1.4
葦海の標(1),しめ縄+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.41:0.58,1.4
葦海の標(1),火魔女+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.41:0.58,1.4
葦海の標(1),火魔女+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.41:0.58,1.4
葦海の標(1),火魔女+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.10:1.20,1.4
葦海の標(1),火魔女+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127508.4,3221.7,187,1.00:2.10,0.41:0.58,1.4
葦海の標(1),ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127477.4,3239.9,287,1.00:2.15,0.07:1.25,1.4
黒岩完凸(平均),金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127475.5,3324.04,80,1.00:2.05,0.40:0.60,1.4
葦海の標(1),楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127464.5,1985.4,260,1.00:2.10,0.10:1.20,1.4
葦海の標(1),楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127464.5,1985.4,260,1.00:2.10,0.41:0.58,1.4
葦海の標(1),楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127464.5,1985.4,260,1.00:2.10,0.10:1.20,1.4
葦海の標(1),楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127464.5,1985.4,260,1.00:2.10,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127448.8,2409.46,330,0.90:1.79,0.25:0.89,1.4
裁断,金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127445.4,2380.12,417,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127445.4,2380.12,417,1.00:1.99,0.47:0.47,1.4
裁断,金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127409.4,2243.48,467,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127409.4,2243.48,467,1.00:1.99,0.47:0.47,1.4
裁断,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,127403.9,1911.64,417,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,127403.9,1911.64,417,1.00:1.99,0.47:0.47,1.4
末路(R2、30%以下),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127399,2482.26,287,0.91:1.82,0.24:0.92,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127387.3,3296.432,295,0.73:1.46,0.42:0.56,1.4
葦海の標(1),火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,127374.8,1803.4,187,0.90:1.79,0.25:0.89,1.4
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127369.6,2162.36,230,1.00:2.05,0.40:0.60,1.4
黒岩完凸(効果無し),金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127360.2,2804.36,367,1.00:2.07,0.70:0.00,1.4
赤角石塵滅砕,ファントム+火魔女,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+花海,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+華館,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+劇団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+砂上,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+深林,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+千岩,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+沈淪,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+氷風,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+悠久,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女+雷,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127302,2751.16,187,0.95:1.90,0.64:0.12,1.4
裁断,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127260.7,3195.84,187,1.00:2.35,0.29:0.83,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,127245.9,1762.68,130,1.00:2.40,0.70:0.00,1.4
雨裁,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127227.3,1642.68,452,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127227.3,1642.68,452,0.89:1.77,0.58:0.25,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,127210.3,3195.84,230,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,127210.3,3195.84,230,1.00:1.99,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,127205.2,1880.84,267,1.00:2.40,0.70:0.00,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127185.3,2367.6,367,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127185.3,2367.6,367,1.00:2.10,0.41:0.58,1.4
黒岩完凸(平均),火魔女+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127162,2983,80,1.00:2.07,0.70:0.00,1.4
黒岩完凸(平均),火魔女+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127162,2983,80,1.00:2.07,0.70:0.00,1.4
黒岩完凸(平均),火魔女+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127162,2983,80,1.00:2.07,0.70:0.00,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.10:1.20,1.4
葦海の標(1),しめ縄+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.41:0.58,1.4
葦海の標(1),金メッキ+剣闘士,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ+剣闘士,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.41:0.58,1.4
葦海の標(1),金メッキ+残響,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ+残響,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.41:0.58,1.4
葦海の標(1),金メッキ+辰砂,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ+辰砂,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127115.3,3221.7,80,1.00:2.10,0.41:0.58,1.4
裁断,金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,127091.2,2048.28,367,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,127091.2,2048.28,367,1.00:1.99,0.47:0.47,1.4
末路(R2、30%以下),金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127086.1,3682.16,367,0.73:1.46,0.42:0.56,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,127064.6,2058.2,317,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,127064.6,2058.2,317,1.00:2.10,0.41:0.58,1.4
葦海の標(1),金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,127048.1,3057.9,417,0.90:1.79,0.25:0.89,1.4
裁断,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,127038.5,1911.64,187,1.00:2.04,0.13:1.14,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,127033.9,1526.36,187,0.95:1.90,0.64:0.12,1.4
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127025.7,3527.68,280,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),127025.7,3527.68,280,1.00:1.99,0.47:0.47,1.4
末路(R2、30%以下),火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),127022.6,3554.76,187,0.73:1.46,0.42:0.56,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126990.9,2690.68,165,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126990.9,2690.68,165,0.89:1.77,0.58:0.25,1.4
雨裁,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126990.3,2690.68,352,0.89:1.77,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126990.3,2690.68,352,0.89:1.77,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,126926.5,2185.6,267,0.90:1.79,0.25:0.89,1.4
裁断,金メッキ4(同元素3),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126916.1,2516.76,367,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126916.1,2516.76,367,1.00:1.99,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126873,2869.32,367,0.95:1.90,0.64:0.12,1.4
裁断,金メッキ4(同元素1),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126865.8,3332.48,554,0.84:1.68,0.31:0.78,1.4
黒岩完凸(効果無し),金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126854.7,2918.04,130,1.00:2.07,0.70:0.00,1.4
裁断,金メッキ4(同元素0),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126852.5,2106.84,517,1.00:1.99,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126852.5,2106.84,517,1.00:1.99,0.47:0.47,1.4
裁断,ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126847.2,3391.04,287,1.00:2.04,0.13:1.14,1.4
葦海の標(1),金メッキ4(同元素2),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126846.6,3736.76,130,0.90:1.79,0.25:0.89,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+攻撃%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126819.5,3609.36,180,1.00:2.10,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+攻撃%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126819.5,3609.36,180,1.00:2.10,0.41:0.58,1.4
末路(R2、30%以下),金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126809.2,3809.56,130,0.89:1.77,0.26:0.87,1.4
末路(R2、30%以下),金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126809.2,3809.56,130,0.89:1.77,0.58:0.25,1.4
裁断,金メッキ4(同元素0),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126798.1,3195.84,604,0.84:1.68,0.31:0.78,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126756.6,2918.04,295,0.89:1.77,0.26:0.87,1.4
雨裁,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126756.6,2918.04,295,0.89:1.77,0.58:0.25,1.4
裁断,楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126738.3,2106.84,260,1.00:1.99,0.15:1.09,1.4
裁断,楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126738.3,2106.84,260,1.00:1.99,0.47:0.47,1.4
裁断,楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126738.3,2106.84,260,1.00:1.99,0.15:1.09,1.4
裁断,楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126738.3,2106.84,260,1.00:1.99,0.47:0.47,1.4
葦海の標(1),ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126725.6,3481.96,187,1.00:2.15,0.07:1.25,1.4
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126711.3,2903.08,454,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126711.3,2903.08,454,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+残響,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126711.3,2903.08,454,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126711.3,2903.08,454,0.95:1.90,0.64:0.12,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,126707.4,2751.16,187,0.95:1.90,0.64:0.12,1.4
螭龍の剣(バフ無し),金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126660.5,2918.04,317,0.87:1.74,0.28:0.84,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126658.3,1935,287,1.00:2.05,0.40:0.60,1.4
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),126651.7,3145.4,330,1.00:2.07,0.70:0.00,1.4
黒岩完凸(効果無し),金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126616.6,2918.04,317,0.87:1.74,0.56:0.28,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,126616.3,1880.84,267,0.95:1.90,0.64:0.12,1.4
末路,ファントム4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126594,3509.26,187,1.00:2.13,0.08:1.23,1.4
末路,ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),126594,3509.26,187,1.00:2.13,0.40:0.61,1.4
葦海の標(1),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲+万葉,126570.3,1803.4,374,1.00:2.15,0.07:1.25,1.4
