武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
雨裁,楽園+金メッキ,攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117164.7,3069.072,325,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,ファントム+火魔女,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+花海,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+華館,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+劇団,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+砂上,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+深林,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+千岩,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+沈淪,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+氷風,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+悠久,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+雷,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117132,2751.16,374,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,117110.3,2983,187,1.00:2.01,0.22:0.96,1.4
黒岩完凸(平均),ファントム4,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,117110.3,2983,187,1.00:2.01,0.53:0.33,1.4
裁断,ファントム4,元素熟知+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,117099.3,1911.64,374,0.82:1.64,0.13:1.14,1.4
赤角石塵滅砕,金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),117080.2,3038.12,467,0.81:2.00,0.70:0.00,1.4
雨裁,ファントム+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,ファントム+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,ファントム+楽園,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+楽園,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,花海+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,花海+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,華館+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,華館+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+劇団,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+劇団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+砂上,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+砂上,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+深林,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+深林,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+千岩,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+千岩,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+沈淪,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+沈淪,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+氷風,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+氷風,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+悠久,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+悠久,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
雨裁,金メッキ+雷,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ+雷,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),117037,2690.68,432,0.69:1.37,0.58:0.25,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116986.3,3367.3,467,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116986.3,3367.3,467,0.85:1.70,0.41:0.58,1.4
黒岩完凸(平均),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,116967.1,1772.6,417,0.82:1.65,0.40:0.60,1.4
赤角石塵滅砕,火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116956.1,1695.16,474,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,116949.7,1772.6,417,0.81:1.67,0.70:0.00,1.4
裁断,火魔女4(1),攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116934.4,3650.656,187,0.80:1.59,0.15:1.09,1.4
裁断,火魔女4(1),攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116934.4,3650.656,187,0.80:1.59,0.47:0.47,1.4
葦海の標(1),火魔女+楽団,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116916.2,1985.4,367,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+楽団,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116916.2,1985.4,367,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116916.2,1985.4,367,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+金メッキ,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116916.2,1985.4,367,0.85:1.70,0.41:0.58,1.4
葦海の標(1),火魔女+楽園,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116916.2,1985.4,367,0.85:1.70,0.10:1.20,1.4
葦海の標(1),火魔女+楽園,元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116916.2,1985.4,367,0.85:1.70,0.41:0.58,1.4
裁断,金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,116848.3,1911.64,417,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,116848.3,1911.64,417,0.80:1.59,0.47:0.47,1.4
裁断,火魔女4(1),元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116837.4,3391.04,287,0.80:1.59,0.15:1.09,1.4
裁断,火魔女4(1),元素熟知+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116837.4,3391.04,287,0.80:1.59,0.47:0.47,1.4
螭龍の剣(バフ無し),火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116810.9,2690.68,374,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),火魔女4(1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116810.9,2690.68,374,0.82:1.65,0.44:0.53,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116800.2,3156.28,417,0.91:1.81,0.49:0.43,1.4
雨裁,金メッキ4(同元素0),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116798.3,2690.68,769,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素0),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116798.3,2690.68,769,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116786,1695.16,474,1.00:2.17,0.31:0.79,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116786,1695.16,474,1.00:2.17,0.62:0.17,1.4
雨裁,ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,116785.3,2690.68,539,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,116785.3,2690.68,539,0.87:1.73,0.40:0.61,1.4
黒岩完凸(効果無し),火魔女4(1),元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116770.1,2690.68,374,0.82:1.65,0.40:0.60,1.4
葦海の標(1),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,116765.6,3057.9,374,1.00:2.06,0.23:0.94,1.4
黒岩完凸(効果無し),火魔女4(1),元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116752.7,2690.68,374,0.81:1.67,0.70:0.00,1.4
赤角石塵滅砕,しめ縄+ファントム,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116718.3,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+剣闘士,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116718.3,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+残響,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116718.3,2903.08,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+辰砂,元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116718.3,2903.08,187,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),金メッキ4(同元素2),元素熟知+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116688.6,3210.36,504,0.67:1.34,0.56:0.28,1.4
赤角石塵滅砕,ファントム4,防御%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116647.4,2751.16,187,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,ファントム4,HP%+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116647.4,2751.16,187,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,ファントム4,元素熟知+元素バフ+治癒効果,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116647.4,2751.16,187,0.93:1.86,0.46:0.48,1.4
赤角石塵滅砕,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116647.4,2751.16,187,0.93:1.86,0.46:0.48,1.4
裁断,ファントム4,攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116633.4,2561.656,287,0.98:1.95,0.29:0.83,1.4
葦海の標(1),ファントム4,攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116631,3481.96,187,1.00:1.90,0.00:1.40,1.4
雨裁,金メッキ4(同元素3),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116627.3,3410.112,245,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素3),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116627.3,3410.112,245,0.69:1.37,0.58:0.25,1.4
赤角石塵滅砕,金メッキ4(同元素1),攻撃%+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116614.6,2206.624,280,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,金メッキ4(同元素2),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,116571.3,2987.48,317,0.81:2.00,0.70:0.00,1.4
裁断,金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,116561.5,2048.28,367,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,116561.5,2048.28,367,0.80:1.59,0.47:0.47,1.4
螭龍の剣(バフ無し),金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116551.6,3031.72,267,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116551.6,3031.72,267,0.82:1.65,0.44:0.53,1.4
黒岩完凸(平均),火魔女+楽団,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116532.3,2983,454,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女+金メッキ,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116532.3,2983,454,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女+楽園,元素熟知+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116532.3,2983,454,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女+楽団,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116515,2983,454,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),火魔女+金メッキ,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116515,2983,454,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),火魔女+楽園,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116515,2983,454,0.81:1.67,0.70:0.00,1.4
黒岩完凸(効果無し),金メッキ4(同元素3),元素熟知+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116510.8,3031.72,267,0.82:1.65,0.40:0.60,1.4
赤角石塵滅砕,火魔女4(1),攻撃%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116496.1,3144.464,374,0.75:1.50,0.64:0.12,1.4
黒岩完凸(効果無し),金メッキ4(同元素3),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116493.5,3031.72,267,0.81:1.67,0.70:0.00,1.4
葦海の標(1),ファントム4,元素熟知+元素熟知+会心率,フリーナ(フル)+閑雲+万葉,116488,1803.4,374,1.00:1.90,0.00:1.40,1.4
裁断,ファントム4,攻撃%+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116454.9,3650.656,374,0.82:1.64,0.13:1.14,1.4
赤角石塵滅砕,火魔女4(1),攻撃%+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116433.3,3144.464,0,0.91:1.81,0.49:0.43,1.4
裁断,ファントム4,攻撃%+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116426.6,2561.656,287,1.00:1.90,0.00:1.40,1.4
赤角石塵滅砕,楽団+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116329.4,1695.16,447,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,楽園+金メッキ,元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116329.4,1695.16,447,0.91:1.81,0.49:0.43,1.4
黒岩完凸(平均),金メッキ4(同元素0),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116326.4,1935,517,0.82:1.65,0.40:0.60,1.4
赤角石塵滅砕,火魔女+楽団,攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116324.5,3144.464,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+金メッキ,攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116324.5,3144.464,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+楽園,攻撃%+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116324.5,3144.464,267,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+火魔女,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+花海,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+華館,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+劇団,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+砂上,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+深林,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+千岩,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+沈淪,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+氷風,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+悠久,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,火魔女+雷,元素熟知+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),116314.7,2751.16,374,0.81:2.00,0.70:0.00,1.4
黒岩完凸(平均),金メッキ4(同元素1),元素熟知+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116309.7,2048.68,467,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),金メッキ4(同元素0),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116309.1,1935,517,0.81:1.67,0.70:0.00,1.4
黒岩完凸(平均),金メッキ4(同元素1),元素熟知+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116292.4,2048.68,467,0.81:1.67,0.70:0.00,1.4
雨裁,ファントム4,攻撃%+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116280.6,2021.072,452,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,攻撃%+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),116280.6,2021.072,452,0.87:1.73,0.40:0.61,1.4
葦海の標(1),ファントム4,元素熟知+元素バフ+会心ダメージ,アルベド+フリーナ(フル)+閑雲(翠緑冠会心炎共鳴),116264.3,1803.4,312,1.00:2.06,0.23:0.94,1.4
