武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,HP,バフ,熟知,率ダメ
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101750.6,1935,19053.75,1.406,330,0.89:1.79
黒岩完凸(平均),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101750.6,1935,19053.75,1.406,330,0.89:1.79
葦海の標,火魔女+楽団,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101742.7,3239.9,19853.08,0.9,454,0.77:1.53
葦海の標,火魔女+金メッキ,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101742.7,3239.9,19853.08,0.9,454,0.77:1.53
葦海の標,火魔女+楽園,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101742.7,3239.9,19853.08,0.9,454,0.77:1.53
葦海の標,火魔女+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101711.1,2167.4,22707.83,1.09,367,0.92:1.84
葦海の標,火魔女+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101711.1,2167.4,22707.83,1.09,367,0.92:1.84
葦海の標,火魔女+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101711.1,2167.4,22707.83,1.09,367,0.92:1.84
葦海の標,火魔女+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101711.1,2167.4,22707.83,1.09,367,0.92:1.84
葦海の標,火魔女+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101711.1,2167.4,22707.83,1.09,367,0.92:1.84
葦海の標,火魔女+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101711.1,2167.4,22707.83,1.09,367,0.92:1.84
葦海の標,金メッキ4(同元素3),元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101653.7,3622.1,19853.08,0.75,454,0.77:1.53
葦海の標,ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101601.4,2591.46,22707.83,0.94,287,0.95:1.89
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101597.8,3554.76,16199,1.216,230,0.76:1.51
末路(R2、30%以下),金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101597.8,3554.76,16199,1.216,230,0.76:1.51
雨裁,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101543.2,2918.04,16199,1.576,482,0.60:1.20
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101515.8,2983,16199,1.216,160,0.89:1.79
黒岩完凸(平均),楽団+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101515.8,2983,16199,1.216,160,0.89:1.79
黒岩完凸(平均),楽園+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101515.8,2983,16199,1.216,160,0.89:1.79
黒岩完凸(平均),楽園+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101515.8,2983,16199,1.216,160,0.89:1.79
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101515.8,2983,16199,1.216,160,0.89:1.79
黒岩完凸(平均),楽園+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101515.8,2983,16199,1.216,160,0.89:1.79
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101466.6,2243.48,19053.75,1.406,280,0.87:1.73
裁断,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101466.6,2243.48,19053.75,1.406,280,0.87:1.73
赤角石塵滅砕,しめ縄+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,しめ縄+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,楽団+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,楽団+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,楽団+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,金メッキ+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,楽園+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,楽園+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
赤角石塵滅砕,楽園+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101464,2903.08,16199,1.216,267,0.82:1.64
葦海の標,しめ縄+火魔女,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101406.7,3403.7,19853.08,1.366,187,0.77:1.53
葦海の標,火魔女+剣闘士,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101406.7,3403.7,19853.08,1.366,187,0.77:1.53
葦海の標,火魔女+残響,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101406.7,3403.7,19853.08,1.366,187,0.77:1.53
葦海の標,火魔女+辰砂,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101406.7,3403.7,19853.08,1.366,187,0.77:1.53
葦海の標,金メッキ4(同元素0),元チャ+元素バフ+会心率,アルベド+フリーナ(フル)+閑雲,101395.8,1985.4,19853.08,1.216,355,0.92:1.84
葦海の標,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,アルベド+フリーナ(フル)+閑雲,101395.8,1985.4,19853.08,1.216,355,0.92:1.84
赤角石塵滅砕,しめ縄+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,しめ縄+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,しめ縄+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,しめ縄+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,しめ縄+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽団+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽団+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽団+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽団+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽団+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽団+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,金メッキ+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,金メッキ+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,金メッキ+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,金メッキ+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽園+剣闘士,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽園+剣闘士,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽園+残響,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽園+残響,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽園+辰砂,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
赤角石塵滅砕,楽園+辰砂,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101393.3,2903.08,16199,0.75,267,0.98:1.95
黒岩完凸(平均),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101287.9,1935,19053.75,1.406,287,0.92:1.84
赤角石塵滅砕,辰砂4,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101251.4,3308.2,16199,1.216,187,0.82:1.64
裁断,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101231,3195.84,16199,1.216,0,1.00:2.18
裁断,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101231,3195.84,16199,1.216,0,1.00:2.18
赤角石塵滅砕,ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101196.1,3144.464,16199,0.75,187,1.00:2.00
赤角石塵滅砕,辰砂4,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101180.8,3308.2,16199,0.75,187,0.98:1.95
赤角石塵滅砕,辰砂4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101180.8,3308.2,16199,0.75,187,0.98:1.95
裁断,ファントム4,元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101148.2,2106.84,19053.75,1.406,100,1.00:2.18
裁断,ファントム4,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101148.2,2106.84,19053.75,1.406,100,1.00:2.18
葦海の標,ファントム4,元チャ+元素バフ+元素熟知,アルベド+フリーナ(フル)+閑雲,101099.2,1985.4,19853.08,1.216,312,0.95:1.89
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101066,3210.36,16199,0.75,317,0.89:1.79
黒岩完凸(平均),金メッキ4(同元素2),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,101066,3210.36,16199,0.75,317,0.89:1.79
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101015.6,1695.16,19053.75,1.631,100,0.98:1.95
赤角石塵滅砕,火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101015.6,1695.16,19053.75,1.631,100,0.98:1.95
雨裁,ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),101015.3,2853.08,16199,1.016,452,0.78:1.56
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101007.2,2049.64,19053.75,1.406,180,0.98:1.95
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+夜蘭(終焉、9秒平均),101007.2,2049.64,19053.75,1.406,180,0.98:1.95
葦海の標,火魔女4(1),元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲+夜蘭(終焉、9秒平均),100886,3421.9,19853.08,0.881,287,0.77:1.53
葦海の標,ファントム+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,ファントム+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,ファントム+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,ファントム+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,ファントム+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,ファントム+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,花海+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,花海+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,花海+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,花海+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,花海+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,花海+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,華館+楽団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,華館+楽団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,華館+金メッキ,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,華館+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,華館+楽園,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,華館+楽園,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,楽団+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,楽団+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽団+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,金メッキ+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,金メッキ+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,金メッキ+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,楽園+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,22136.88,0.75,267,0.92:1.84
葦海の標,楽園+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
葦海の標,楽園+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,100864.3,3239.9,19853.08,0.75,267,0.92:1.84
螭龍の剣(完凸),金メッキ4(同元素2),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+鍾離,100802.1,1707.64,16199,1.716,130,0.89:1.79
螭龍の剣(完凸),金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+鍾離,100802.1,1707.64,16199,1.716,130,0.89:1.79
