武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,熟知,率ダメ,サブステ,スコア
葦海の標(1),華館+金メッキ,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
葦海の標(1),金メッキ+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.10:1.20,1.4
葦海の標(1),金メッキ+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98297.04,3057.9,267,0.85:1.70,0.41:0.58,1.4
黒岩完凸(効果無し),金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98284.85,2690.68,417,0.67:1.34,0.56:0.28,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98280.92,1813.32,467,0.75:1.50,0.64:0.12,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98270.51,3650.656,230,0.64:1.28,0.31:0.78,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+攻撃%,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98254.28,3182.752,345,0.53:1.06,0.42:0.56,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98251.24,3391.04,330,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素0),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98251.24,3391.04,330,0.80:1.59,0.47:0.47,1.4
葦海の標(1),金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98232.98,2367.6,367,0.70:1.39,0.25:0.89,1.4
末路(R2、30%以下),火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98230.23,3554.76,187,0.69:1.37,0.26:0.87,1.4
末路(R2、30%以下),火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98230.23,3554.76,187,0.69:1.37,0.58:0.25,1.4
葦海の標(1),火魔女4(1),元チャ+攻撃%+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98229.37,3481.96,187,0.70:1.39,0.25:0.89,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98217.69,1931.48,417,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,98207.52,2751.16,187,0.91:1.81,0.49:0.43,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲+万葉,98189.4,1593.96,345,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,98189.4,1593.96,345,0.69:1.37,0.58:0.25,1.4
裁断,火魔女+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98149.84,3195.84,80,0.80:1.59,0.15:1.09,1.4
裁断,火魔女+楽団,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98149.84,3195.84,80,0.80:1.59,0.47:0.47,1.4
裁断,火魔女+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98149.84,3195.84,80,0.80:1.59,0.15:1.09,1.4
裁断,火魔女+金メッキ,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98149.84,3195.84,80,0.80:1.59,0.47:0.47,1.4
裁断,火魔女+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98149.84,3195.84,80,0.80:1.59,0.15:1.09,1.4
裁断,火魔女+楽園,元チャ+元素バフ+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98149.84,3195.84,80,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,98143.77,1644.52,367,0.75:1.50,0.64:0.12,1.4
葦海の標(1),金メッキ4(同元素1),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,98138.49,1930.8,367,0.70:1.39,0.25:0.89,1.4
黒岩完凸(平均),ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,98106.18,1772.6,187,0.85:1.70,0.38:0.64,1.4
赤角石塵滅砕,金メッキ4(同元素2),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲+万葉,98060.09,1762.68,130,0.81:2.00,0.70:0.00,1.4
赤角石塵滅砕,ファントム+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+花海,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+華館,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,火魔女+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),98050.47,2751.16,187,0.91:1.81,0.49:0.43,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98030.75,2516.76,180,0.80:1.59,0.15:1.09,1.4
裁断,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98030.75,2516.76,180,0.80:1.59,0.47:0.47,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲+万葉,98028.7,1880.84,267,0.81:2.00,0.70:0.00,1.4
裁断,ファントム4,元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲+万葉,98023.11,1911.64,187,0.82:1.64,0.13:1.14,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98012.02,1642.68,265,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女4(1),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),98012.02,1642.68,265,0.69:1.37,0.58:0.25,1.4
葦海の標(1),ファントム4,元チャ+攻撃%+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97998.26,2409.46,287,0.88:1.75,0.07:1.25,1.4
雨裁,ファントム4,元チャ+防御%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97977.68,2690.68,165,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+防御%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97977.68,2690.68,165,0.87:1.73,0.40:0.61,1.4
雨裁,ファントム4,元チャ+HP%+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97977.68,2690.68,165,0.87:1.73,0.08:1.23,1.4
雨裁,ファントム4,元チャ+HP%+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97977.68,2690.68,165,0.87:1.73,0.40:0.61,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97948.46,1695.16,517,0.75:1.50,0.64:0.12,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素熟知+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97929.17,1935,287,0.82:1.65,0.40:0.60,1.4
黒岩完凸(平均),火魔女4(1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97914.57,1935,287,0.81:1.67,0.70:0.00,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97889,1983.72,345,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97889,1983.72,345,0.69:1.37,0.58:0.25,1.4
裁断,ファントム4,元チャ+元素バフ+元素熟知,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97875.48,3391.04,287,0.82:1.64,0.13:1.14,1.4
葦海の標(1),ファントム+楽団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),ファントム+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),ファントム+楽園,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),花海+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),華館+金メッキ,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+劇団,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+砂上,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+深林,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+千岩,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+沈淪,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+氷風,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+悠久,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
葦海の標(1),金メッキ+雷,元チャ+元素バフ+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97863.7,3057.9,267,0.70:1.39,0.25:0.89,1.4
末路(R2、30%以下),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97857.16,3554.76,374,0.71:1.42,0.24:0.92,1.4
赤角石塵滅砕,ファントム+楽団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,ファントム+楽園,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,花海+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,華館+金メッキ,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+劇団,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+砂上,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+深林,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+千岩,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+沈淪,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+氷風,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+悠久,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ+雷,元チャ+元素バフ+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97748.2,2751.16,80,0.91:1.81,0.49:0.43,1.4
葦海の標(1),ファントム4,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,97743.74,3057.9,187,1.00:2.06,0.23:0.94,1.4
赤角石塵滅砕,金メッキ4(同元素0),元チャ+攻撃%+会心率,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97737.1,2088.464,330,0.91:1.81,0.49:0.43,1.4
赤角石塵滅砕,金メッキ4(同元素3),元チャ+元素バフ+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97725.15,2049.64,367,0.75:1.50,0.64:0.12,1.4
赤角石塵滅砕,ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲,97722.49,2751.16,374,0.93:1.86,0.46:0.48,1.4
螭龍の剣(完凸),ファントム4,元チャ+元素熟知+元素熟知,フリーナ(フル)+閑雲(翠緑冠会心炎共鳴)+鍾離,97661.45,1480.28,374,0.85:1.70,0.10:1.20,1.4
螭龍の剣(バフ無し),金メッキ4(同元素1),元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97656.84,2804.36,367,0.82:1.65,0.13:1.15,1.4
螭龍の剣(バフ無し),金メッキ4(同元素1),元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97656.84,2804.36,367,0.82:1.65,0.44:0.53,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心率,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97647.93,3194.12,345,0.69:1.37,0.26:0.87,1.4
雨裁,金メッキ4(同元素3),元チャ+元素バフ+会心ダメージ,ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴)+夜蘭(終焉、9秒平均),97647.93,3194.12,345,0.69:1.37,0.58:0.25,1.4
雨裁,ファントム+火魔女,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,ファントム+火魔女,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+花海,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+花海,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+華館,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+華館,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+劇団,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+劇団,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+砂上,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+砂上,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+深林,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+深林,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+千岩,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+千岩,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+沈淪,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+沈淪,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+氷風,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+氷風,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+悠久,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+悠久,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
雨裁,火魔女+雷,元チャ+元素熟知+会心率,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.26:0.87,1.4
雨裁,火魔女+雷,元チャ+元素熟知+会心ダメージ,フリーナ(フル)+ベネット(西風、旧貴族)+閑雲(翠緑冠会心炎共鳴),97640.09,2690.68,352,0.69:1.37,0.58:0.25,1.4
