武器,聖遺物セット,聖遺物メイン,バフキャラ,合計期待値,攻撃力,護摩攻撃力up,加算,HP,バフ,バフ共通,元素バフ,バフ落下,会心ダメ期待値,熟知,元素反応,耐性ダウン計算後,率ダメ,聖遺物組み合わせ,花,羽,時計,杯,冠,サブステ,サブHP%,サブHP,スコア
護摩(HP50%以下),楽団+金メッキ,HP%+HP%+会心ダメージ,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60159,4539,752.8475,0,41825,0.85,0.52,0.33,0,2.36584,260,2.37761,0.525,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),楽団+金メッキ,HP%+HP%+会心ダメージ,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),60159,4539,752.8475,0,41825,0.85,0.52,0.33,0,2.36584,260,2.37761,0.525,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),ファントム+長き夜の誓い,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60144,3419,218.6432,0,27330,1.136,0.52,0.466,0.25,2.468898,287,2.433852,0.565,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),ファントム4,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ+夜蘭(終焉、9秒平均),60125,3419,218.6432,0,27330,0.6899999,0.54,0,0,2.97288,474,2.553895,0.565,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),しめ縄+楽団,HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+鍾離+夜蘭(終焉、9秒平均),60117,4091,552.4134,0,30690,1.136,0.34,0.796,0,2.334978,180,1.974684,0.615,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
護摩(HP50%以下),しめ縄+金メッキ,HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上)+鍾離+夜蘭(終焉、9秒平均),60117,4091,552.4134,0,30690,1.136,0.34,0.796,0,2.334978,180,1.974684,0.615,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),しめ縄4,HP%+炎バフ+会心ダメージ,シトラリ(灰燼4)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60110,4120,0,0,27579,1.556,0.19,0.866,0.5,2.520768,100,1.777778,0.525,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄4,HP%+炎バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60110,4120,0,0,27579,1.556,0.19,0.866,0.5,2.520768,100,1.777778,0.525,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩(HP50%以上),ファントム4,HP%+元素熟知+会心率,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ+夜蘭(終焉、9秒平均),60090,3930,276.6211,0,34578,0.6899999,0.54,0,0,2.988018,287,2.208852,0.565,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,HP%+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60082,3485,0,0,31467,0.9859999,0.52,0.466,0,2.663488,260,2.37761,0.565,0.91:1.82,,(),(),(),(),(),0.34:0.32,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60082,3485,0,0,31467,0.9859999,0.52,0.466,0,2.663488,260,2.37761,0.565,0.91:1.82,,(),(),(),(),(),0.03:0.94,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,元素熟知+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,元素熟知+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60066,4078,0,0,20332,0.59,0.19,0.4,0.25,2.520768,554,2.681337,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩(HP50%以上),ファントム4,元素熟知+元素熟知+会心率,フリーナ+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),60028,4264,218.6432,0,27330,0.6899999,0.54,0,0,2.988018,474,2.553895,0.45,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60018,3162,0,0,24220,1.136,0.52,0.466,0,2.663488,287,2.433852,0.565,0.91:1.82,,(),(),(),(),(),0.34:0.32,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,元素熟知+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60018,3162,0,0,24220,1.136,0.52,0.466,0,2.663488,287,2.433852,0.565,0.91:1.82,,(),(),(),(),(),0.03:0.94,0,0,1
護摩(HP50%以上),しめ縄+楽団,HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60004,4059,276.6211,0,34578,0.9859999,0.52,0.466,0,2.468898,180,2.199684,0.565,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),しめ縄+金メッキ,HP%+炎バフ+会心率,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),60004,4059,276.6211,0,34578,0.9859999,0.52,0.466,0,2.468898,180,2.199684,0.565,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),ファントム4,HP%+炎バフ+元素熟知,フリーナ+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59987,4775,276.6211,0,34578,1.156,0.54,0.466,0,2.416245,287,2.208852,0.45,0.84:1.68,,(),(),(),(),(),0.43:0.14,0,0,1
護摩(HP50%以上),しめ縄4,HP%+HP%+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59961,4570,334.5989,0,41825,1.02,0.52,0,0.5,2.36584,100,2.002778,0.565,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59906,4434,0,0,27579,1.056,0.19,0.866,0.25,2.026745,367,2.365403,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59906,4434,0,0,27579,1.056,0.19,0.866,0.25,2.026745,367,2.365403,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),楽団+長き夜の誓い,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59906,4434,0,0,27579,1.056,0.19,0.866,0.25,2.026745,367,2.365403,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),金メッキ+長き夜の誓い,HP%+炎バフ+元素熟知,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59906,4434,0,0,27579,1.056,0.19,0.866,0.25,2.026745,367,2.365403,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),しめ縄4,HP%+元素熟知+元素熟知,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59905,4558,0,0,31467,1.02,0.52,0,0.5,2.144584,474,2.778895,0.45,0.76:1.51,,(),(),(),(),(),0.19:0.63,0,0,1
護摩(HP50%以下),しめ縄+ファントム,HP%+元素熟知+会心ダメージ,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59892,4083,622.3973,0,34578,1,0.52,0.33,0,2.36584,287,2.433852,0.525,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),しめ縄+ファントム,HP%+元素熟知+会心ダメージ,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59892,4083,622.3973,0,34578,1,0.52,0.33,0,2.36584,287,2.433852,0.525,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),ファントム+楽団,HP%+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59884,3930,276.6211,0,34578,1.136,0.52,0.466,0,2.36584,180,2.199684,0.565,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),ファントム+金メッキ,HP%+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59884,3930,276.6211,0,34578,1.136,0.52,0.466,0,2.36584,180,2.199684,0.565,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),楽団+金メッキ,HP%+炎バフ+会心ダメージ,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59882,3609,276.6211,0,34578,1.316,0.52,0.796,0,2.36584,260,2.37761,0.525,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),楽団+金メッキ,HP%+炎バフ+会心ダメージ,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59882,3609,276.6211,0,34578,1.316,0.52,0.796,0,2.36584,260,2.37761,0.525,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59880,4509,0,0,27579,0.74,0.19,0.4,0,2.520768,287,2.208852,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59880,4509,0,0,27579,0.74,0.19,0.4,0,2.520768,287,2.208852,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+元素熟知+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59880,4509,0,0,27579,0.74,0.19,0.4,0,2.520768,287,2.208852,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+元素熟知+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59880,4509,0,0,27579,0.74,0.19,0.4,0,2.520768,287,2.208852,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩(HP50%以上),しめ縄+楽団,HP%+炎バフ+会心率,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59873,3738,276.6211,0,34578,1.316,0.52,0.796,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),しめ縄+金メッキ,HP%+炎バフ+会心率,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59873,3738,276.6211,0,34578,1.316,0.52,0.796,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),しめ縄+楽団,HP%+炎バフ+会心率,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59873,3738,276.6211,0,34578,1.316,0.52,0.796,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),しめ縄+金メッキ,HP%+炎バフ+会心率,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59873,3738,276.6211,0,34578,1.316,0.52,0.796,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),楽団+金メッキ,HP%+炎バフ+HP%,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59869,5334,303.4949,0,37937,1.056,0.19,0.866,0,1.8503,260,2.15261,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),楽団+金メッキ,HP%+炎バフ+HP%,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59869,5334,303.4949,0,37937,1.056,0.19,0.866,0,1.8503,260,2.15261,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),しめ縄+ファントム,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59800,3547,218.6432,0,27330,1.136,0.52,0.466,0,2.36584,287,2.433852,0.565,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),しめ縄4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59794,4951,245.5171,0,30690,1.156,0.19,0.466,0.5,1.8503,287,2.208852,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),しめ縄4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59794,4951,245.5171,0,30690,1.156,0.19,0.466,0.5,1.8503,287,2.208852,0.565,0.55:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),ファントム4,HP%+元素熟知+会心ダメージ,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+フリーナ+夜蘭(終焉、9秒平均),59785,3930,276.6211,0,34578,0.6899999,0.54,0,0,2.97288,287,2.208852,0.565,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59783,4412,0,0,27579,1.206,0.19,0.866,0,2.520768,100,1.777778,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59783,4412,0,0,27579,1.206,0.19,0.866,0,2.520768,100,1.777778,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+炎バフ+会心ダメージ,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59783,4412,0,0,27579,1.206,0.19,0.866,0,2.520768,100,1.777778,0.565,0.87:1.74,,(),(),(),(),(),0.38:0.24,0,0,1
赤砂の杖(スキル命中0),しめ縄+ファントム,HP%+炎バフ+会心率,シロネン(灰燼4、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59783,4412,0,0,27579,1.206,0.19,0.866,0,2.520768,100,1.777778,0.565,0.87:1.74,,(),(),(),(),(),0.07:0.86,0,0,1
護摩(HP50%以下),しめ縄+楽団,HP%+炎バフ+HP%,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59782,4667,752.8475,0,41825,1.316,0.52,0.796,0,1.97398,180,2.199684,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),しめ縄+金メッキ,HP%+炎バフ+HP%,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59782,4667,752.8475,0,41825,1.316,0.52,0.796,0,1.97398,180,2.199684,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),しめ縄+楽団,HP%+炎バフ+HP%,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59782,4667,752.8475,0,41825,1.316,0.52,0.796,0,1.97398,180,2.199684,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),しめ縄+金メッキ,HP%+炎バフ+HP%,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59782,4667,752.8475,0,41825,1.316,0.52,0.796,0,1.97398,180,2.199684,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),楽団+金メッキ,元素熟知+炎バフ+会心ダメージ,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59779,4264,218.6432,0,27330,0.9859999,0.52,0.466,0,2.36584,447,2.733392,0.45,0.63:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),ファントム+楽団,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+鍾離+夜蘭(終焉、9秒平均),59758,3379,421.9632,0,23442,1.286,0.34,0.796,0,2.1924,367,2.365403,0.615,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),ファントム+金メッキ,元素熟知+炎バフ+会心ダメージ,シロネン(灰燼以外、2凸、2色以上)+鍾離+夜蘭(終焉、9秒平均),59758,3379,421.9632,0,23442,1.286,0.34,0.796,0,2.1924,367,2.365403,0.615,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),長き夜の誓い4,元素熟知+炎バフ+会心率,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59744,3371,491.9472,0,27330,1.316,0.52,0.796,1,2.468898,287,2.433852,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以下),長き夜の誓い4,元素熟知+炎バフ+会心率,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59744,3371,491.9472,0,27330,1.316,0.52,0.796,1,2.468898,287,2.433852,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),ファントム+長き夜の誓い,元素熟知+炎バフ+会心率,ベネット(西風、旧貴族)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59742,4264,218.6432,0,27330,1.136,0.52,0.466,0.25,2.468898,287,2.433852,0.45,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以下),しめ縄+楽団,HP%+HP%+会心率,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59726,4667,752.8475,0,41825,0.85,0.52,0.33,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以下),しめ縄+金メッキ,HP%+HP%+会心率,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59726,4667,752.8475,0,41825,0.85,0.52,0.33,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以下),しめ縄+楽団,HP%+HP%+会心率,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59726,4667,752.8475,0,41825,0.85,0.52,0.33,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以下),しめ縄+金メッキ,HP%+HP%+会心率,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59726,4667,752.8475,0,41825,0.85,0.52,0.33,0,2.468898,180,2.199684,0.525,0.86:1.71,,(),(),(),(),(),0.42:0.17,0,0,1
護摩(HP50%以上),ファントム4,元素熟知+元素熟知+会心ダメージ,フリーナ+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59724,4264,218.6432,0,27330,0.6899999,0.54,0,0,2.97288,474,2.553895,0.45,0.91:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),しめ縄4,HP%+元素熟知+会心ダメージ,シトラリ(灰燼以外)+シロネン(灰燼以外、2凸、2色以上)+夜蘭(終焉、9秒平均),59711,4091,552.4134,0,30690,1.02,0.19,0.33,0.5,2.1924,287,2.208852,0.615,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),ファントム4,HP%+炎バフ+会心率,フリーナ+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59705,4775,276.6211,0,34578,1.156,0.54,0.466,0,2.988018,100,1.777778,0.45,1.00:1.99,,(),(),(),(),(),0.28:0.45,0,0,1
護摩(HP50%以下),ファントム+長き夜の誓い,HP%+炎バフ+元素熟知,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59676,3955,622.3973,0,34578,1.466,0.52,0.796,0.25,1.97398,287,2.433852,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以下),ファントム+長き夜の誓い,HP%+炎バフ+元素熟知,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59676,3955,622.3973,0,34578,1.466,0.52,0.796,0.25,1.97398,287,2.433852,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),しめ縄4,HP%+元素熟知+会心ダメージ,シトラリ(灰燼4)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59676,4629,245.5171,0,30690,1.09,0.19,0.4,0.5,2.1924,287,2.208852,0.525,0.55:2.17,,(),(),(),(),(),0.50:0.00,0,0,1
護摩(HP50%以上),しめ縄+ファントム,元素熟知+炎バフ+会心率,シトラリ(灰燼4)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59670,4118,187.5392,0,23442,1.206,0.19,0.866,0,2.334978,287,2.208852,0.525,0.82:1.63,,(),(),(),(),(),0.46:0.09,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,HP%+炎バフ+会心ダメージ,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59658,3194,0,0,31467,1.316,0.52,0.796,0,2.663488,260,2.37761,0.525,0.91:1.82,,(),(),(),(),(),0.34:0.32,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,HP%+炎バフ+会心率,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59658,3194,0,0,31467,1.316,0.52,0.796,0,2.663488,260,2.37761,0.525,0.91:1.82,,(),(),(),(),(),0.03:0.94,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,HP%+炎バフ+会心ダメージ,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59658,3194,0,0,31467,1.316,0.52,0.796,0,2.663488,260,2.37761,0.525,0.91:1.82,,(),(),(),(),(),0.34:0.32,0,0,1
赤砂の杖(スキル命中0),楽団+金メッキ,HP%+炎バフ+会心率,モナ(5/9秒平均)+鍾離+夜蘭(終焉、9秒平均),59658,3194,0,0,31467,1.316,0.52,0.796,0,2.663488,260,2.37761,0.525,0.91:1.82,,(),(),(),(),(),0.03:0.94,0,0,1
赤砂の杖(スキル命中0),しめ縄4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59655,4509,0,0,27579,1.156,0.19,0.466,0.5,2.026745,287,2.208852,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
赤砂の杖(スキル命中0),しめ縄4,HP%+炎バフ+元素熟知,シロネン(灰燼以外、2凸、2色以上、ヒーラー)+ベネット(西風、旧貴族)+夜蘭(終焉、9秒平均),59655,4509,0,0,27579,1.156,0.19,0.466,0.5,2.026745,287,2.208852,0.565,0.72:1.43,,(),(),(),(),(),0.23:0.55,0,0,1
護摩(HP50%以下),楽団+長き夜の誓い,HP%+炎バフ+元素熟知,シトラリ(灰燼以外)+モナ(5/9秒平均)+夜蘭(終焉、9秒平均),59651,3955,622.3973,0,34578,1.316,0.52,0.796,0.25,1.97398,367,2.590403,0.525,0.63:1.55,,(),(),(),(),(),0.50:0.00,0,0,1
